来源成稿,行,条目,短标题,被点名对象,全部对象,对象数,定级,置信,原文
AUD-101-DB-11.md,612,,"| 本机残留被当仓库事实 | `docs/TROUBLESHOOTING.md:29,31,33`（`lib/{snr_",docs/TROUBLESHOOTING.md,"docs/TROUBLESHOOTING.md lib/{snr_estimator,healpix_db,phase2} docs/owner/PIPELINE_OVERVIEW.md lib/phase{1,2,3}_session",4,,,"| 本机残留被当仓库事实 | `docs/TROUBLESHOOTING.md:29,31,33`（`lib/{snr_estimator,healpix_db,phase2}` 跟踪数 0）；`docs/owner/PIPELINE_OVERVIEW.md:55,85,104`（`lib/phase{1,2,3}_session` 跟踪数 0） | `git -c core.quotePath=false ls-files -- <dir>`；**磁盘 `[ -f ]` 反而为真 → 判""不存在""必须只用跟踪集** |"
AUD-101-DB-11.md,613,,| 文档内缩写路径不可解析 | `docs/TROUBLESHOOTING.md:35`（`tools\astrocs_,docs/TROUBLESHOOTING.md,"docs/TROUBLESHOOTING.md docs/owner/ARCHITECTURE_OVERVIEW.md eng/tools/ lib/infrastructure/{cli,pipeline}/",4,,,"| 文档内缩写路径不可解析 | `docs/TROUBLESHOOTING.md:35`（`tools\astrocs_diagnose.py`）；`docs/owner/ARCHITECTURE_OVERVIEW.md:64-65`、`PIPELINE_OVERVIEW.md:39,62,73,115`（`cli/…`、`runtime/pipeline/…`） | 真件在 `eng/tools/`、`lib/infrastructure/{cli,pipeline}/`，逐条 `[ -e ]` |"
AUD-101-DB-11.md,614,,| 尾部元信息块（机械列不可见） | `docs/owner/ARCHITECTURE_OVERVIEW.md:112-,docs/owner/ARCHITECTURE_OVERVIEW.md,docs/owner/ARCHITECTURE_OVERVIEW.md docs/owner/PIPELINE_OVERVIEW.md,2,,,| 尾部元信息块（机械列不可见） | `docs/owner/ARCHITECTURE_OVERVIEW.md:112-117`、`docs/owner/PIPELINE_OVERVIEW.md:167-172` | `---` 之后 5–6 行裸 YAML，含 2 枚 40hex |
AUD-101-DB-11.md,621,,| `dangling_links` | `01_CHECKS`(check_source_index_v61 ✓)、`,docs/,docs/ eng/contracts/,2,,,| `dangling_links` | `01_CHECKS`(check_source_index_v61 ✓)、`VERSIONING` 无、`04_ARTIFACTS` 无 | `TROUBLESHOOTING`(3 条本机残留 + tools\astrocs_diagnose.py)、`VERSIONING`(schemas/、launch/、run/)、`KNOWN_LIMITATIONS`(+2)、`02_PIPELINE`(run/…)、`04_ARTIFACTS`(artifacts 两目录)、`TOOLCHAIN`(commands.jsonl/deep_probe.log/evidence/...)、`CONFIG_SCHEMA`(§9.73、rejection.cpp:1139)、`ARCHITECTURE/PIPELINE_OVERVIEW`(行锚、宪章、控制包 
AUD-101-DB-11.md,631,,| `duty` 的值就是路径本身（空字段伪装已填） | **19 条**（本批命中 4 条）：`docs/TRACEA,docs/TRACEABILITY.csv,"docs/TRACEABILITY.csv docs/algorithms/anchors/anchor_contract.json docs/architecture/{PRODUCTION_EXECUTION_INVENTORY.csv,api_inventory.csv,doc_symbol_namespaces.json,execution_inventory.csv,production_call_paths_stage1.csv,production_call_paths_stage2.csv} docs/audit/{doc_classification,inventory,ri",7,,,"| `duty` 的值就是路径本身（空字段伪装已填） | **19 条**（本批命中 4 条）：`docs/TRACEABILITY.csv`、`docs/algorithms/anchors/anchor_contract.json`、`docs/architecture/{PRODUCTION_EXECUTION_INVENTORY.csv,api_inventory.csv,doc_symbol_namespaces.json,execution_inventory.csv,production_call_paths_stage1.csv,production_call_paths_stage2.csv}`、`docs/audit/{doc_classification,inventory,risk_verification_T012}.csv`、`docs/contracts/{A"
AUD-101-DB-11.md,632,,"| `duty` 是从被登记件正文**截断抓取**（值以连接符/未闭合括号结尾） | 11 条：`754,759,794",docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml,1,,,"| `duty` 是从被登记件正文**截断抓取**（值以连接符/未闭合括号结尾） | 11 条：`754,759,794,800,811,817,943,961,1003,1015,1032`（如 `759: ""唯一 I/O 层：FITS/XISF/ahpx 读写、zstd/lz4 压缩、HiPS 读/写（signal/""`、`817: ""…`signal = Σ wᵢxᵢ / Σ wᵢ`（仅 eligible ∧""`） | `grep -cE '^      duty: "".*(、\|（\|\(\|→\|∧\|/\|=)""$' docs/DOCUMENT_INDEX.yaml` → 11 |"
AUD-101-DB-11.md,634,,"| 模板化 duty（未逐件撰写） | `docs/standards/**` 12 条 duty = `""ACSD X",docs/standards/,docs/standards/ docs/plugins/ docs/modules/registry/ docs/DOCUMENT_INDEX.yaml,4,,,"| 模板化 duty（未逐件撰写） | `docs/standards/**` 12 条 duty = `""ACSD X Standard""`（照抄 H1）；`docs/plugins/**` 23 条 notes 同一句 `""插件规范（§0 权威链 ⑥；DOC-001 补登）""`；`docs/modules/registry/**` 9 条 duty 同一句被截断的 `""Registry production 模块(唯一源=module_adapters.cpp descriptor)。职责由""` | `grep -E '^      duty: ' docs/DOCUMENT_INDEX.yaml \| sort \| uniq -c \| sort -rn` |"
AUD-101-DB-11.md,635,,"| **自述""历史/归档/快照/首次测量""却登记在 active 区段、status=ACTIVE_\*** | **1","docs/audit/{doc_classification,inventory,risk_verification_T012}.csv","docs/audit/{doc_classification,inventory,risk_verification_T012}.csv docs/contracts/{API-001,ARCH-001,RT-001}.md docs/operations/TOOLCHAIN_AGENT_HOST.md docs/quality/{complexity_baseline_v1,coverage_baseline_v1}.md docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md docs/validation/SCIENCE_FREEZ",6,,,"| **自述""历史/归档/快照/首次测量""却登记在 active 区段、status=ACTIVE_\*** | **10 件**：`docs/audit/{doc_classification,inventory,risk_verification_T012}.csv`（notes ""V19R2 文档分类/清单**历史快照**；权威分类见本 DOCUMENT_INDEX.yaml""）、`docs/contracts/{API-001,ARCH-001,RT-001}.md`（duty ""**历史合同层**"" 而 status **ACTIVE_NORMATIVE**）、`docs/operations/TOOLCHAIN_AGENT_HOST.md`（notes ""实测**快照**""）、`docs/quality/{complexity_baseline_v1,coverage_base"
AUD-101-DB-11.md,636,,"| 台账件当活动件 | 根 `memory.md` duty 自述""开发记忆与**历史轮次台账**（history 命名",docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml,1,,,"| 台账件当活动件 | 根 `memory.md` duty 自述""开发记忆与**历史轮次台账**（history 命名空间）""，status `ACTIVE_INFORMATIVE`，下游 92 处 → 索引正式区段收录历史台账 | `sed -n '81,85p' docs/DOCUMENT_INDEX.yaml` |"
AUD-101-DB-11.md,637,,| 研究包被标成正本 | `docs/research/SNR_WEIGHT_RESEARCH_PACK.md` 是**,docs/research/SNR_WEIGHT_RESEARCH_PACK.md,docs/research/SNR_WEIGHT_RESEARCH_PACK.md,1,,,"| 研究包被标成正本 | `docs/research/SNR_WEIGHT_RESEARCH_PACK.md` 是**唯一** status=`ACTIVE_NORMATIVE` 的 research 件，与 §2""研究与佐证…不重复承载正本口径""直接冲突 | `awk '/^    - path: /{p=…} /^      status: ACTIVE_NORMATIVE/ && p ~ /^docs\/research\//{print p}'` |"
AUD-101-DB-11.md,638,,"| 索引 notes 自身违反 §4 | `832: notes: ""P2-SAMP-DOC (**2026-09-09",docs/science,docs/science docs/DOCUMENT_INDEX.yaml,2,P2,,"| 索引 notes 自身违反 §4 | `832: notes: ""P2-SAMP-DOC (**2026-09-09, commit e654d4c2**) 新建…""`（日期＋commit 同句）、`1438: ""ASTROCS-CONSTITUTION-ALIGNMENT-V1 **rev18**…承接 05 号 findings 登记册 §STD-F6 处置""`、`1483: ""V17 冻结历史快照；当前科学权威以 docs/science 与**约束文件**为准""`（索引自己引入""约束文件""作权威来源）、`1065: ""…原引「冻结宪章」**已废止**…""`、`1272:` 压缩结论长文含 `2026-05-01` 型标准日期与实测读数 | `grep -n 'e654d4c2\|rev18\|约束文件\|已废止' docs/DOCUMENT_INDEX.yaml` |"
AUD-101-DB-11.md,639,,"| 索引把代码仓内 README 当文档层落点 | `488: downstream: ""…lib/phase1_ses",lib/phase1_session/README.md…,lib/phase1_session/README.md… lib/phase1_session/memory.md lib/…/README.md docs/ lib/. docs/DOCUMENT_INDEX.yaml,6,,,"| 索引把代码仓内 README 当文档层落点 | `488: downstream: ""…lib/phase1_session/README.md…""`、`807: downstream: ""…lib/phase1_session/memory.md""`、`797/808/844/850/856: notes: ""合同落位 lib/…/README.md r1 + module.yaml … entrypoint=MISSING""` → 合同正文驻留 `lib/**`，而 `docs/` 索引覆盖声明不含 `lib/**`（见 §6 证伪 #3） | `grep -n 'lib/.*README' docs/DOCUMENT_INDEX.yaml \| head` |"
AUD-101-DB-11.md,641,,"**据 G 组对本清单前文的修订**：D-2 的""duty＝路径 4 条""应读作""全索引 **19** 条，本批命中 4",docs/audit/,docs/audit/,1,,,"**据 G 组对本清单前文的修订**：D-2 的""duty＝路径 4 条""应读作""全索引 **19** 条，本批命中 4 条""；`docs/audit/*.csv` 三份的处置由""迁出或删除""升格为**删除优先**——索引自身 notes 已写明""权威分类见本 DOCUMENT_INDEX.yaml""并自认三者是""历史快照""，即它们不是待定的正式件，而是已被正本声明作废的残留。"
AUD-101-DB-11.md,649,,':!docs/DOCUMENT_INDEX.yaml' ':!docs/audit/*' ':!reports/*' ,docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml docs/audit/ reports/ artifacts/,4,,,':!docs/DOCUMENT_INDEX.yaml' ':!docs/audit/*' ':!reports/*' ':!artifacts/*' \
AUD-101-DB-11.md,650,,':!run/*' ':!工程控制/*' ':!问题扫描/*' | grep -v -x <path> | wc -l,工程控制/,工程控制/,1,,,':!run/*' ':!工程控制/*' ':!问题扫描/*' | grep -v -x <path> | wc -l
AUD-101-DB-11.md,657,,| docs/DOCUMENT_INDEX.yaml | 索引地图 | 是（§3 授权） | 注释自标 §0.2/§8 ,docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml,1,,,| docs/DOCUMENT_INDEX.yaml | 索引地图 | 是（§3 授权） | 注释自标 §0.2/§8 | 机器门 3 | 是（不合格） | 保留＋重建（补角色/主题轴、删版本锚与历史叙事） |
AUD-101-DB-11.md,658,,| docs/GLOSSARY.md | 标准与检查 | 否（docs/ 根） | §附录A ✓ | 9 | 是（索引件,docs/GLOSSARY.md,docs/GLOSSARY.md docs/ docs/standards/,3,,,| docs/GLOSSARY.md | 标准与检查 | 否（docs/ 根） | §附录A ✓ | 9 | 是（索引件） | 迁移 → docs/standards/ |
AUD-101-DB-11.md,659,,| docs/KNOWN_LIMITATIONS.md | 负责人面 | 否（docs/ 根） | §1.3（覆盖不足）,docs/KNOWN_LIMITATIONS.md,docs/KNOWN_LIMITATIONS.md docs/ docs/owner/,3,,,| docs/KNOWN_LIMITATIONS.md | 负责人面 | 否（docs/ 根） | §1.3（覆盖不足） | 30 | 是 | 迁移 → docs/owner/ ＋瘦身台账语域 |
AUD-101-DB-11.md,660,,| docs/TRACEABILITY.csv | 标准与检查 | 否（应 docs/traceability/） | ,docs/TRACEABILITY.csv,docs/TRACEABILITY.csv docs/traceability/）,2,,,| docs/TRACEABILITY.csv | 标准与检查 | 否（应 docs/traceability/） | 缺（CSV） | 19 | 否 | 迁移＋与 TRACEABILITY_MATRIX.csv 合并 |
AUD-101-DB-11.md,661,,| docs/TROUBLESHOOTING.md | 操作与运营 | 否（docs/ 根） | §7.2 ✓ | 2 ,docs/TROUBLESHOOTING.md,docs/TROUBLESHOOTING.md docs/ docs/diagnostics/TROUBLESHOOTING.md,3,,,| docs/TROUBLESHOOTING.md | 操作与运营 | 否（docs/ 根） | §7.2 ✓ | 2 | 否 | 合并 → docs/diagnostics/TROUBLESHOOTING.md |
AUD-101-DB-11.md,662,,| docs/VERSIONING.md | 合同说明 | 否（docs/ 根） | §13 ✓（内文误引 §12） |,docs/VERSIONING.md,docs/VERSIONING.md docs/ docs/contracts/,3,,,| docs/VERSIONING.md | 合同说明 | 否（docs/ 根） | §13 ✓（内文误引 §12） | 23 | 是 | 迁移 → docs/contracts/ ＋订正扫描面/§12→§13 |
AUD-101-DB-11.md,663,,| docs/audit/doc_classification.csv | 第二索引 | 否（正式层） | 索引代标 §,docs/audit/doc_classification.csv,docs/audit/doc_classification.csv,1,,,| docs/audit/doc_classification.csv | 第二索引 | 否（正式层） | 索引代标 §0.2 | **0** | 否 | **删除** |
AUD-101-DB-11.md,664,,| docs/audit/inventory.csv | 过程台账 | 否（正式层） | 索引代标 §0.2 | **0,docs/audit/inventory.csv,docs/audit/inventory.csv artifacts/evidence/,2,,,| docs/audit/inventory.csv | 过程台账 | 否（正式层） | 索引代标 §0.2 | **0** | 否 | 删除／迁 artifacts/evidence/ |
AUD-101-DB-11.md,665,,| docs/audit/risk_verification_T012.csv | 过程台账 | 否（正式层） | 索引,docs/audit/risk_verification_T012.csv,docs/audit/risk_verification_T012.csv artifacts/evidence/risk-verification/,2,,,| docs/audit/risk_verification_T012.csv | 过程台账 | 否（正式层） | 索引代标 §0.2（与内容无关） | **0** | 否 | 迁 artifacts/evidence/risk-verification/ |
AUD-101-DB-11.md,666,,| docs/browser/HIPS_BROWSER.md | 模块工作细节 | 否（单文件目录） | §8.1 ✗（,docs/browser/HIPS_BROWSER.md,docs/browser/HIPS_BROWSER.md,1,,,| docs/browser/HIPS_BROWSER.md | 模块工作细节 | 否（单文件目录） | §8.1 ✗（应 §8.4） | **0** | 否 | 迁移＋与 healpix_browser_qt.md 合并 |
AUD-101-DB-11.md,667,,| docs/ci/01_CHECKS.md | 标准与检查 | **是** | §12.4 ✓ | 76 | 是 | ,docs/ci/01_CHECKS.md,docs/ci/01_CHECKS.md,1,,,"| docs/ci/01_CHECKS.md | 标准与检查 | **是** | §12.4 ✓ | 76 | 是 | 保留＋修 16 破损表行＋修两处""待写入"" |"
AUD-101-DB-11.md,668,,| docs/ci/02_PIPELINE.md | 标准与检查 | **是** | §12.4 ✓ | **0** /,docs/ci/02_PIPELINE.md,docs/ci/02_PIPELINE.md,1,,,| docs/ci/02_PIPELINE.md | 标准与检查 | **是** | §12.4 ✓ | **0** / +1 裸名 | 否（自认下钻） | 保留＋去抄写留指针、修 nwoker |
AUD-101-DB-11.md,669,,| docs/ci/03_GATES.md | 标准与检查 | **是** | §12.4＋§12.5 ✓ | 4 | ,docs/ci/03_GATES.md,docs/ci/03_GATES.md,1,,,| docs/ci/03_GATES.md | 标准与检查 | **是** | §12.4＋§12.5 ✓ | 4 | 否 | 保留＋订正状态表/门禁级/§2.3 指针 |
AUD-101-DB-11.md,670,,| docs/ci/CI_SPEC.md | 标准与检查 | **是** | §12.4 ✓ | 17 | 是 | 保留,docs/ci/CI_SPEC.md,docs/ci/CI_SPEC.md,1,,,| docs/ci/CI_SPEC.md | 标准与检查 | **是** | §12.4 ✓ | 17 | 是 | 保留＋**清除 :213 控制 token 污染并合表** |
AUD-101-DB-11.md,671,,| docs/ci/04_ARTIFACTS.md | 标准与检查 | **是** | §10＋§12.4 ✓ | **,docs/ci/04_ARTIFACTS.md,docs/ci/04_ARTIFACTS.md,1,,,| docs/ci/04_ARTIFACTS.md | 标准与检查 | **是** | §10＋§12.4 ✓ | **0** / +2 裸名 | 否 | 保留＋删 §5 复述、订正 §12→§13 |
AUD-101-DB-11.md,672,,| docs/development/CODE_STYLE.md | 标准与检查 | 否（应 docs/standard,docs/development/CODE_STYLE.md,docs/development/CODE_STYLE.md docs/standards/） docs/standards/CODE_STANDARD.md,3,,,| docs/development/CODE_STYLE.md | 标准与检查 | 否（应 docs/standards/） | §8 ✓（上位选错） | **0** | 否 | **合并 → docs/standards/CODE_STANDARD.md** |
AUD-101-DB-11.md,673,,| docs/development/CONFIG_SCHEMA.md | 合同说明 | 否（应 docs/contra,docs/development/CONFIG_SCHEMA.md,docs/development/CONFIG_SCHEMA.md docs/contracts/）,2,,,| docs/development/CONFIG_SCHEMA.md | 合同说明 | 否（应 docs/contracts/） | §8（应 §3.2/§7.2） | 7 | 部分 | 迁移＋删元信息块/裁决句/行锚 |
AUD-101-DB-11.md,674,,| docs/development/TESTING.md | 标准与检查 | 否（应 docs/standards/）,docs/development/TESTING.md,docs/development/TESTING.md docs/standards/） docs/standards/TEST_STANDARD.md,3,,,| docs/development/TESTING.md | 标准与检查 | 否（应 docs/standards/） | §8（应 §12.4） | 1 | 否 | 合并 → docs/standards/TEST_STANDARD.md |
AUD-101-DB-11.md,675,,| docs/diagnostics/TROUBLESHOOTING.md | 操作与运营 | **是** | §7.2,docs/diagnostics/TROUBLESHOOTING.md,docs/diagnostics/TROUBLESHOOTING.md docs/TROUBLESHOOTING.md）,2,,,| docs/diagnostics/TROUBLESHOOTING.md | 操作与运营 | **是** | §7.2 ✓ | 1 | **是** | 保留为正本（吸收 docs/TROUBLESHOOTING.md） |
AUD-101-DB-11.md,676,,| docs/operations/TOOLCHAIN_AGENT_HOST.md | 快照台账 | 目录 ✓ 类型 ✗,docs/operations/TOOLCHAIN_AGENT_HOST.md,docs/operations/TOOLCHAIN_AGENT_HOST.md artifacts/evidence/toolchain/,2,,,| docs/operations/TOOLCHAIN_AGENT_HOST.md | 快照台账 | 目录 ✓ 类型 ✗ | §11 ✓（不承载内容） | **0** | 否 | 迁 artifacts/evidence/toolchain/ |
AUD-101-DB-11.md,677,,| docs/owner/ARCHITECTURE_OVERVIEW.md | 双角色 | 否 | §8 ✓ | 4 |,docs/owner/ARCHITECTURE_OVERVIEW.md,docs/owner/ARCHITECTURE_OVERVIEW.md,1,,,| docs/owner/ARCHITECTURE_OVERVIEW.md | 双角色 | 否 | §8 ✓ | 4 | 否 | 拆分＋删尾部元信息与 40hex/读数＋行锚改符号锚 |
AUD-101-DB-11.md,678,,| docs/owner/PIPELINE_OVERVIEW.md | 双角色 | 否 | §1.2 ✓ / §8.2 ,docs/owner/PIPELINE_OVERVIEW.md,docs/owner/PIPELINE_OVERVIEW.md,1,,,| docs/owner/PIPELINE_OVERVIEW.md | 双角色 | 否 | §1.2 ✓ / §8.2 ✗ | 3 | 否 | 拆分＋修 :155 命令树矛盾与三处行锚 |
AUD-101-DB-11.md,679,,| docs/owner/PROJECT_SPEC.md | 架构设计/科学定义 | 否（应 docs/design/）,docs/owner/PROJECT_SPEC.md,docs/owner/PROJECT_SPEC.md docs/design/）,2,,,"| docs/owner/PROJECT_SPEC.md | 架构设计/科学定义 | 否（应 docs/design/） | §0.1＋§0.2 ✓ | 4 | 是 | 迁移＋删""待迁移基线""权威排序句、`unavailable` 归 §12.5 |"
AUD-101-DB-11.md,681,,净效果：23 份中 **13 份角色/目录或文件类型不符**；**6 份真孤儿**（`doc_classificatio,docs/ci/,docs/ci/ docs/diagnostics/,2,,,"净效果：23 份中 **13 份角色/目录或文件类型不符**；**6 份真孤儿**（`doc_classification.csv`、`inventory.csv`、`risk_verification_T012.csv`、`HIPS_BROWSER.md`、`CODE_STYLE.md`、`TOOLCHAIN_AGENT_HOST.md`），另 `02_PIPELINE.md`/`04_ARTIFACTS.md` 只靠散文提及存活；`docs/ci/**` 与 `docs/diagnostics/**` 是本批唯一""目录承载角色正确""的 6 份。"
AUD-101-DB-11.md,686,,- **未逐行读的名单：空。** `docs/DOCUMENT_INDEX.yaml` 1514 行分六段全量读完（1–,docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml docs/ci/01_CHECKS.md,2,,,- **未逐行读的名单：空。** `docs/DOCUMENT_INDEX.yaml` 1514 行分六段全量读完（1–180、181–480、481–820、821–1150、1151–1500、1500–1514）；其余 22 份最长 273 行（`docs/ci/01_CHECKS.md`），均整篇读完。
AUD-101-DB-11.md,687,,- 为判重复与上下游**读过**的别批文件（只对清单项下结论）：`ASTROCS_DESIGN.md`（§0/§7.1/,"docs/standards/{CODE_STANDARD,TEST_STANDARD}.md","docs/standards/{CODE_STANDARD,TEST_STANDARD}.md docs/modules/healpix_browser_qt.md docs/traceability/TRACEABILITY_{MATRIX.csv,LAYERS.csv,MATRIX.json} docs/science/{CALIBRATION,DRIZZLE,INTEGRATION,ASTROMETRY,CONTROL_WEIGHT_SNR,PHASE2_UPM,NOISE_MODEL,PHOTOMETRY,PSF}.md docs/contracts/DATA_SEMANTICS.md",11,,,"- 为判重复与上下游**读过**的别批文件（只对清单项下结论）：`ASTROCS_DESIGN.md`（§0/§7.1/§11/§12.5/§13/附录 A 的标题与正文）、`docs/standards/{CODE_STANDARD,TEST_STANDARD}.md`、`docs/modules/healpix_browser_qt.md`、`docs/traceability/TRACEABILITY_{MATRIX.csv,LAYERS.csv,MATRIX.json}`、`docs/science/{CALIBRATION,DRIZZLE,INTEGRATION,ASTROMETRY,CONTROL_WEIGHT_SNR,PHASE2_UPM,NOISE_MODEL,PHOTOMETRY,PSF}.md`（只取标题/节号验锚可达）、`docs/contracts/DATA_SEM"
AUD-101-DB-11.md,696,,与开工逐字相同 → 本批取证未污染被审对象。唯一登记的自我纠正：`1.22` 悬空条目④曾按目录前缀把 `lib/pha,"lib/phase{1,2,3}_session/","lib/phase{1,2,3}_session/",1,,确认,"与开工逐字相同 → 本批取证未污染被审对象。唯一登记的自我纠正：`1.22` 悬空条目④曾按目录前缀把 `lib/phase{1,2,3}_session/*` 判为""跟踪集不存在""，复查 `ls-files --error-unmatch` 确认三者**均为跟踪件**，正文已就地改正，并把误判写成判据（""判不存在须逐条 `--error-unmatch`，不得按同族前缀类推""）。"
AUD-101-DB-11.md,704,,"| 1 | ""以 `docs/` 为重点（当前**约 233 份**、**30+ 子目录**）"" | **口径不钉死则两",docs/,docs/ docs/[^/,2,,不成立,"| 1 | ""以 `docs/` 为重点（当前**约 233 份**、**30+ 子目录**）"" | **口径不钉死则两项都不成立**：`docs/` 跟踪文件 **258**，其中 `.md` 恰 **233**（另 12 csv / 7 json / 3 yaml / 2 py / 1 其他）→""233 份""只在 `docs/**/*.md` 口径下为真；子目录一级 **23**、二级 **13**（合计 36）→""30+ 子目录""在一级口径下**高估**（23<30），只有含二级才成立（36>30）。本条只给两套可复算口径与命令，不引任何他人汇总数。 | `git -c core.quotePath=false ls-files -- docs \| wc -l`；`… \| grep -c '\.md$'`；`… \| grep -oE '^docs/[^/]+/' \| sort"
AUD-101-DB-11.md,705,,"| 2 | 步骤 5：""核对 DOCUMENT_INDEX 与文件树：未登记、登记不存在、**角色标注不符**的条目"" ",docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml,1,,,"| 2 | 步骤 5：""核对 DOCUMENT_INDEX 与文件树：未登记、登记不存在、**角色标注不符**的条目"" | **""角色标注不符""在当前索引上不可按字面执行**：265 条的全部键是 `path/status/duty/upstream/downstream/notes`，**无 role/角色、无 topic/主题**（`grep -niE '(role\|topic\|角色\|主题)' docs/DOCUMENT_INDEX.yaml` → 0 命中），`status` 取值域是活动分类三值而非 §2 九类角色。本批因此把该项改写为""以目录＋duty 文本反推角色再判不符""，并把""补角色轴""列为索引重建必办项——任务书隐含的""索引已含角色标注""前提被证伪。 | 见 1.1 冲突列 B-1 的键统计 |"
AUD-101-DB-11.md,706,,"| 3 | 范围：""根目录各 `.md`、`docs/` 下全部文档、`实验/` 与 `工程控制/` 下的说明性文档"" ",docs/,docs/ 工程控制/ artifacts/ lib/phase1_session/README.md lib/…/README.md docs/ci/01_CHECKS.md,6,,,"| 3 | 范围：""根目录各 `.md`、`docs/` 下全部文档、`实验/` 与 `工程控制/` 下的说明性文档"" | 范围声明漏掉三个承载 markdown 的大目录：`lib/**` **110**、`artifacts/**` **67**、`eng/**` **26**（全仓跟踪 `.md` = **540**）。它们不是无关件——索引 `488` 行把 `lib/phase1_session/README.md` 当 downstream 引用者登记，`797/808/844/850/856` 的 notes 把合同落点写成 `lib/…/README.md r1 + module.yaml`，`docs/ci/01_CHECKS.md:33` 的锚门自述扫描面为""全库文档行号锚""。→ 按 AUD-101 范围做完，唯一索引地图仍只覆盖全仓 markdown 的 **265/"
AUD-101-DB-11.md,708,,"| 5 | （未证伪项） | 步骤 2/3/4 与验收门""台账覆盖全部现存文档、逐份可核""可按字面完成；`docs/TR",docs/TRACEABILITY.csv,docs/TRACEABILITY.csv,1,,,"| 5 | （未证伪项） | 步骤 2/3/4 与验收门""台账覆盖全部现存文档、逐份可核""可按字面完成；`docs/TRACEABILITY.csv` 的 67 行 `authority_doc`/`implementation_files`/`test_files` 三列路径**全部可达**（0 悬空）→ 与""追溯链普遍断链""的隐含担忧相反，该件断的是状态列（67/67 `VERIFIED`、三个判别列零信息量），不是路径。 | 见 1.4 悬空列 |"
AUD-101-DB-12.md,5,,**派单与清单不符（按前言 §3 以清单为准并登记差异）**：派单把本批写作「13 份，`docs/owner/` 负责,docs/owner/,docs/owner/ docs/performance/ docs/quality/ docs/references/ docs/research/,5,,,**派单与清单不符（按前言 §3 以清单为准并登记差异）**：派单把本批写作「13 份，`docs/owner/` 负责人面与发布状态类」，清单实际只含 2 份 `docs/owner/`，另含 `docs/performance/` 2 份、`docs/quality/` 2 份、`docs/references/` 2 份、`docs/research/` 5 份。本批按清单逐份审，负责人面三查（状态词出处 / 证据指针性质 / 与 VERSION·VERSIONING·README·ACCEPTANCE_SPEC 一致性）对 `docs/owner/` 两份做满，其余各份按同判据做适用部分（发布类断言、基线数值证据指针、与上位口径冲突）。
AUD-101-DB-12.md,22,,| docs/owner/RELEASE_STATUS.md | 发布状态（Release Status） | 154 ,docs/owner/RELEASE_STATUS.md,docs/owner/RELEASE_STATUS.md docs/owner/ docs/ci/ docs/VERSIONING.md docs/standards/RELEASE_STANDARD.md eng/ci/check_version.py eng/ci/tests/test_ci001_failclosed.py docs/ci/03_GATES.md artifacts/evidence/,9,,,| docs/owner/RELEASE_STATUS.md | 发布状态（Release Status） | 154 | 负责人面（标准 01 §2：发布状态→`docs/owner/`）；实际目录一致，但正文同时承载「状态词判据表」（应属 标准与检查→`docs/ci/`）与「版本命名空间合同」（应属 合同说明→`docs/VERSIONING.md`）＝角色混载 | 状态词阶梯判据、版本单源与六命名空间、冻结/落地面清单、未完成面、发布结论、Gate 口径 | 有：行 3「上游：ASTROCS_DESIGN.md §12.5（状态阶梯）、§13（版本与发布权）」 | 32 个跟踪引用者（命令见详情块）：含最高设计 §13、根 README、ENGINEERING_SPEC、`docs/standards/RELEASE_STANDARD.md`、CI 门 `eng/ci/check_
AUD-101-DB-12.md,23,,| docs/owner/SCIENCE_OVERVIEW.md | 科学总览（Science Overview） | ,docs/owner/SCIENCE_OVERVIEW.md,docs/owner/SCIENCE_OVERVIEW.md docs/science/ docs/ci/ eng/tools/check_l0_docs.py eng/ci/check_version.py docs/owner/PIPELINE_OVERVIEW.md docs/DOCUMENT_INDEX.yaml docs/algorithms/ docs/ci/03_GATES.md lib/phase1/… lib/algorithms/projection/module.yaml artifacts/evidence/,12,,,| docs/owner/SCIENCE_OVERVIEW.md | 科学总览（Science Overview） | 144 | 负责人面（L0 科学汇总）；实际目录一致，但 §2/§3/§4 复述科学权威清单与 Phase 实现状态＝侵占 `docs/science/`、`docs/ci/` 角色 | 科学权威源清单、数据语义与产品合同、三 Phase 科学实现状态、科学不变性约束 | 有：行 3「上游：ASTROCS_DESIGN.md §2（核心科学方法）」 | `git grep -l SCIENCE_OVERVIEW` 命中 `README.md`、`eng/tools/check_l0_docs.py`、`eng/ci/check_version.py`、`docs/owner/PIPELINE_OVERVIEW.md`、`docs/DOCUMENT_INDEX.yaml` 
