id,category,priority,producer,release_blocker,owner_decision,title,fix_state,verified_state,evidence_file_field,n_headings,file,line,files_all
M6a-D-013,D_COMMENT,P2,M6a,N,,热路径死代码被 ALG 当「实测」固化：pix2ang 结果只被 (void) 压制、(void)y1 压制的是实际被使用的变量，合同文本据以写成事实（来源 L14-011 的死代码部分；其 stderr 探针部分已并 M6a-G-002）,OPEN,,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,1,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,89,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md
M6a-D-014,D_COMMENT,P2,M6a,N,,同一文件内的并发注释互斥：一处要求「所有 aio open/read 经单一全局 mutex 串行化」并在实现里这么写，另一处写「禁全局 critical(aio_read)」，另有「hotfix：串行」与并行池语义并存（来源 L14-01,OPEN,,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,1,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,106,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md
M6a-D-015,D_COMMENT,P2,M6a,N,,浏览器后端头注释把已废弃的私有 tile 线性约定 [y*512+x] 写成现行契约，与唯一权威映射及自身实现相反；同头另把二进制文件名写进「正式数据源」表述（来源 L14-015）,OPEN,,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,1,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md,122,问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md
M9-D-1,D_COMMENT,P2,M9,N,,"drizzle 局部尺度推导注释把""量纲为一的切平面坐标""表述为""仍是弧度量级小值""，注释表述失准而实现结果正确",OPEN,,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md,1,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md,5,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md
M9-D-2,D_COMMENT,P2,M9,N,,"公共查询接口 radius_deg 与 match_radius_arcsec 双口径并存、GaiaStar 裸字段无单位、schema 审计表以""比例""列名承载量纲倒数，GAIA_QUERY 已核过的换算无注释回写",OPEN,,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md,1,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md,23,问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md
V6-N-03,D_COMMENT,P2,V6,N,,新写注释两处不实自述：把符号宿主指向根本没有该符号的文件，并把两行宏值比较说成 ABI 形参证明,OPEN,,问题扫描/findings/D_COMMENT/p2/V6.md,1,问题扫描/findings/D_COMMENT/p2/V6.md,3,问题扫描/findings/D_COMMENT/p2/V6.md
V8-N-03,D_COMMENT,P2,V8,N,,（P2·判据①自报计数）README「4 处计算」与它自己括号里列的 5 个名字互相否定,OPEN,,问题扫描/findings/D_COMMENT/p2/V8.md,1,问题扫描/findings/D_COMMENT/p2/V8.md,3,问题扫描/findings/D_COMMENT/p2/V8.md
V8-N-06,D_COMMENT,P2,V8-b,N,,（P2·判据②）`gaia_client.h` 公共头契约锚指向**三个不存在的节名**,OPEN,,问题扫描/findings/D_COMMENT/p2/V8-b.md,1,问题扫描/findings/D_COMMENT/p2/V8-b.md,3,问题扫描/findings/D_COMMENT/p2/V8-b.md
V8-N-08,D_COMMENT,P2,V8-b,N,,"（P3·判据②）角度归一化契约**区间端点写错**：头注释 `(-90, 90]` 左开，而 `-90` 是可达返回值",OPEN,,问题扫描/findings/D_COMMENT/p2/V8-b.md,1,问题扫描/findings/D_COMMENT/p2/V8-b.md,9,问题扫描/findings/D_COMMENT/p2/V8-b.md
W1-N-08,D_COMMENT,P2,W1,N,,"（P2）`gaia_client.c:31-40` 新注释的实测包络**口径错报**：称 high 属于 [16.59, 25.59]，复算为 [13.62, 25.59]",OPEN,,问题扫描/findings/D_COMMENT/p2/W1.md,1,问题扫描/findings/D_COMMENT/p2/W1.md,3,问题扫描/findings/D_COMMENT/p2/W1.md
W1-N-09,D_COMMENT,P2,W1,N,,（P2）`gaia_client.c` 的 `parse_attr_after` 新 docstring（`:853-856`）**自述承诺与实现相反**,OPEN,,问题扫描/findings/D_COMMENT/p2/W1.md,1,问题扫描/findings/D_COMMENT/p2/W1.md,7,问题扫描/findings/D_COMMENT/p2/W1.md
W1-N-11,D_COMMENT,P2,W1-b,N,,（P2）`module_adapters.cpp:3170-3178` 欠采样告警在 **auto 分支**也触发，且文案硬编码归因为 explicit ⇒ 诊断面失实（数据面不错）,OPEN,,问题扫描/findings/D_COMMENT/p2/W1-b.md,1,问题扫描/findings/D_COMMENT/p2/W1-b.md,3,问题扫描/findings/D_COMMENT/p2/W1-b.md
W1-N-13,D_COMMENT,P2,W1-b,N,,（P2）`drizzle_engine.cpp` 的 p22 剖面行 `out_sort=%.3f` **恒传字面量 0.0**（无实测来源）⇒ 自报观测面含伪指标,OPEN,,问题扫描/findings/D_COMMENT/p2/W1-b.md,1,问题扫描/findings/D_COMMENT/p2/W1-b.md,6,问题扫描/findings/D_COMMENT/p2/W1-b.md
M3-E-001,E_TRACE_BREAK,P0,M3,Y,,校准 / 测光 / 噪声三域的追溯行与合同尾注存在行级失真：VERIFIED 行的测试锚不覆盖被验门，合同尾注用非法测试 ID,FIXED,FIXED-PARTIAL,问题扫描/findings/E_TRACE_BREAK/p0/M3_L05_L07.md,1,问题扫描/findings/E_TRACE_BREAK/p0/M3_L05_L07.md,9,问题扫描/findings/E_TRACE_BREAK/p0/M3_L05_L07.md
M6b-E-001,E_TRACE_BREAK,P0,M6b,Y,,追溯矩阵双头：权威明文是 SPEC JSON，但全部活动路由面（README-DOCS / DEVELOPER_GUIDE / API_STANDARD / 9 份 SCI 尾注 / DOCUMENT_INDEX / CI changed_,OPEN,STILL,问题扫描/findings/E_TRACE_BREAK/p0/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p0/M6b_L16_L18.md,8,问题扫描/findings/E_TRACE_BREAK/p0/M6b_L16_L18.md
L28c-E-001,E_TRACE_BREAK,P1,L28c,Y,,runtime/pipeline/typed_dag_contract.h 以「编译期合同 + ABI 冒烟测试锁定」自我背书，但该头全仓零消费者、不在任何构建/测试源列表，被指派的锁不存在,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md,1,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md,9,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md
L28c-E-002,E_TRACE_BREAK,P1,L28c,Y,,spectrum_integrator.h 把合成流量 F_syn 的数值参考实现指向仓内不存在的 Python 路径，同头另一锚又指向模块内 docs/ 路径（该面亦不存在）,OPEN,STILL,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md,1,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md,30,问题扫描/findings/E_TRACE_BREAK/p1/L28c.md
L28e-E-001,E_TRACE_BREAK,P1,L28e,Y,C-09,16 枚 TEST-UPMW/TEST-PR-UPM 被 TRACEABILITY.csv 记 VERIFIED，但 ID 在全仓真源零字面命中,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,1,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,6,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md
L28e-E-002,E_TRACE_BREAK,P1,L28e,Y,,DATA_ARTIFACTS.md schema 表 15 枚数据合同 ID 在册而全仓真源零承载；校验器只验表内自洽,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,1,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,22,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md
L28e-E-003,E_TRACE_BREAK,P1,L28e,Y,,PHASE2_UPM.md 把 ALG-UPM-002/003/004 与具名符号逐条绑定，实现文件只挂另一套语义式 ID,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,1,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md,37,问题扫描/findings/E_TRACE_BREAK/p1/L28e.md
M1a-E-001,E_TRACE_BREAK,P1,M1a,Y,,文档锚系统性失真 + 状态声明被现实反驳（本轮已按符号重锚，未因漂移剔除任何结论）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,3,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md
M1a-E-002,E_TRACE_BREAK,P1,M1a,Y,,C ABI 注释与 ALG/SCI 引用的规范文件在仓内不存在（悬空引用族）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,20,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md
M1a-E-003,E_TRACE_BREAK,P1,M1a,Y,,Phase3 实现合同的行数与逐符号锚系统性漂移（与 M1a-E-001 同族，独立文件域）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md,34,问题扫描/findings/E_TRACE_BREAK/p1/M1a_L01_L02.md
M2a-E-1,E_TRACE_BREAK,P1,M2a,Y,,根因：追溯 ID 与合同锚未经定义即被引用——drizzle/gaia/数据合同三条链上 ≥9 类引用对象在当下树内不存在,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,5,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md
M2a-E-2,E_TRACE_BREAK,P1,M2a,Y,,"GAIA 合同链的源码行锚系统性漂移（+120~170 行），""逐函数核对/与源码一致""声明因此不可复核",OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,33,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md
M2a-E-3,E_TRACE_BREAK,P1,M2a,Y,,DATA-GAIA-001 的两处章节引用指向错误小节，且 ctest 已注册的 TEST-GAIA-001 面未回登 module.yaml,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,52,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md
M2a-E-4,E_TRACE_BREAK,P1,M2a,Y,,HiPS 输入读取的发布归属失实：头文件与 IO 合同称经 astrocs_io.dll 对外，而该 DLL target 不含 HiPS reader，reader 也不在任何构建目标内,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md,70,问题扫描/findings/E_TRACE_BREAK/p1/M2a_L04_L10.md
M2b-E-01,E_TRACE_BREAK,P1,M2b,Y,,ALG/DATA/PUBLIC_API/PHASE3 的源码行号锚系统性漂移（+25 ~ +423 行、导出符号数由 9 变 12），而 DOC-LINE-ANCHORS 门只作「范围在界内 + 声明式符号绑定」两项检查故对此完全无判据,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M2b_L03_L15.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M2b_L03_L15.md,7,问题扫描/findings/E_TRACE_BREAK/p1/M2b_L03_L15.md
M3-E-002,E_TRACE_BREAK,P1,M3,Y,,本域 14 组源码锚中 13 组不命中其所称符号或区间（校准 / 测光 / 噪声 / cosmetic 域实例清单）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M3_L05_L07.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M3_L05_L07.md,9,问题扫描/findings/E_TRACE_BREAK/p1/M3_L05_L07.md
M3b-E-01,E_TRACE_BREAK,P1,M3b,Y,,追溯行以需求 ID 充当测试 ID 且指向无断言文件；sdet/dpsf 文档行锚成批漂移约 120-170 行,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M3b_L06.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M3b_L06.md,3,问题扫描/findings/E_TRACE_BREAK/p1/M3b_L06.md
M4-E-01,E_TRACE_BREAK,P1,M4,Y,,PHASE2_COVERAGE.md 行数/符号锚全面漂移（「实测」自称失准），SCI §5/§12 一致性锚亦过期（根因条目：PHASE2_* 冻结锚整体漂移实例之一）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md,4,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md
M4-E-02,E_TRACE_BREAK,P1,M4,Y,,PHASE2_INTEGRATION / PHASE2_SESSION 锚表与「现状描述」整体过期（B2-A7/session-partial 落地后未回写；根因条目之二）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md,19,问题扫描/findings/E_TRACE_BREAK/p1/M4_L08_L09.md
M5a-E-001,E_TRACE_BREAK,P1,M5a,Y,,线程/预算文档的 path:line 锚点批量漂移并断言「全部有效」，另有指向不存在路径的引用,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M5a_L11.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5a_L11.md,5,问题扫描/findings/E_TRACE_BREAK/p1/M5a_L11.md
M5b-E-01,E_TRACE_BREAK,P1,M5b,Y,,MODULE_MAP 与 L0 的 module_adapters 行锚全部错指；宪章 §F.1 不存在,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,5,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md
M5b-E-02,E_TRACE_BREAK,P1,M5b,Y,,FROZEN 架构文档 PHASE3_MODULE_ARCH 以不存在的 lib/phase3 为模块根，四单元与已 VERIFIED 的五节点 IR 不对应,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,18,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md
M5b-E-03,E_TRACE_BREAK,P1,M5b,Y,,"CLI_PROTOCOL 声明的""退出码唯一源""与 JSONL schema 路径均不存在；检查器回退到第二路径，使悬空引用不可见",OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,32,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md
M5b-E-04,E_TRACE_BREAK,P1,M5b,Y,,acs_status/acs_head 在 legacy 与 abi 头族重复定义，其声称的机器检查文件不存在,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,48,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md
M5b-E-05,E_TRACE_BREAK,P1,M5b,Y,,"治理引用层把 ARCHIVED 文件的字母条款号写成""宪章""，且十项映射表与检查器双向不一致",OPEN,STILL,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md,61,问题扫描/findings/E_TRACE_BREAK/p1/M5b_L12_L17.md
M6a-E-001,E_TRACE_BREAK,P1,M6a,Y,,ABI/加载器/provider/conformance 的注释与 README 把条款号写成控制包章节（「12 §6」「15 §2」「C §C6」「06 §2」），其目标文档按宪章 §1.1 不是现行权威；清理工具的正则只匹配完整 40 ,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M6a_L13_L14.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M6a_L13_L14.md,6,问题扫描/findings/E_TRACE_BREAK/p1/M6a_L13_L14.md
M6b-E-002,E_TRACE_BREAK,P1,M6b,Y,C-09,行锚/引用锚系统性漂移的机器侧根因：锚门判据只有「可解析 + 界内 + 41 条符号绑定」，作用域仅 41 篇、语法仅带文件名锚，且 git 异常整段跳过仍出 PASS,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,3,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md
M6b-E-003,E_TRACE_BREAK,P1,M6b,Y,,追溯 ID 无单一登记处：矩阵 152 个非占位 ID 中 85 个不在 contracts/INDEX.yaml（其中 VERIFIED 合同层 33 处 / 去重 28 个 ID），descriptor 侧另有 93 个 ID 中 72,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,35,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md
M6b-E-004,E_TRACE_BREAK,P1,M6b,Y,,交叉引用失效面：六族全仓不存在的控制包文档名被真源 139 处 / 40 文件当权威依据，另八类不存在文件/目录名合计 61 处 / 33 文件，且 6 类路径前缀在 ACTIVE 合同中悬空；宪章 §12.3-9 机器零实现,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md,62,问题扫描/findings/E_TRACE_BREAK/p1/M6b_L16_L18.md
M8a-E-001,E_TRACE_BREAK,P1,M8a,Y,,L2 层引用的 SCI/ALG ID 有 2 个在 docs 全域零命中（未注册即被引用）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md,8,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md
M8a-E-002,E_TRACE_BREAK,P1,M8a,Y,,healpix_browser_qt README 的「设计文档」三份全部指向仓内不存在的路径,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md,28,问题扫描/findings/E_TRACE_BREAK/p1/M8a_L25_L27.md
M9-E-1,E_TRACE_BREAK,P1,M9,Y,,hips_pixel_scale 的单位违规已知（L15-002 定 P0）却未回写标准注册表：D.hips §6.3.1 行仍判 CONFORMANT，且该行偏差列挂着的是另一件事；同表相邻的 §4.2.1 可选键行遇占位值即降 PART,OPEN,,问题扫描/findings/E_TRACE_BREAK/p1/M9_L24_L26.md,1,问题扫描/findings/E_TRACE_BREAK/p1/M9_L24_L26.md,5,问题扫描/findings/E_TRACE_BREAK/p1/M9_L24_L26.md
L28e-E-004,E_TRACE_BREAK,P2,L28e,N,,ALG-ANCHOR-001 标 ACTIVE_NORMATIVE 却是自指孤锚：全仓唯一宿主是它自己的声明行,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md,1,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md,5,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md
L28e-E-005,E_TRACE_BREAK,P2,L28e,N,,SCI-ASTROMETRY-001 与 SCI-PHOTOMETRY-001 是 STAR_DETECTION.md 自造的全称别名，从未登记且真源零命中,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md,1,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md,19,问题扫描/findings/E_TRACE_BREAK/p2/L28e.md
M1a-E-004,E_TRACE_BREAK,P2,M1a,N,,同一测试 ID 在 SCI 与 ALG 指向不同语义（TST-WCS-001 / TST-WCS-INV）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M1a_L01_L02.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M1a_L01_L02.md,3,问题扫描/findings/E_TRACE_BREAK/p2/M1a_L01_L02.md
M2a-E-5,E_TRACE_BREAK,P2,M2a,N,,DATA-002 合同的「负测映射」列出三个树内不存在的测试函数名,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M2a_L04_L10.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M2a_L04_L10.md,5,问题扫描/findings/E_TRACE_BREAK/p2/M2a_L04_L10.md
M5b-E-06,E_TRACE_BREAK,P2,M5b,N,,ERROR_MODEL 规定的阶段 ID 词表在实现中无任何产出、缺 Phase3，并引用不存在的标准文件,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M5b_L12_L17.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M5b_L12_L17.md,3,问题扫描/findings/E_TRACE_BREAK/p2/M5b_L12_L17.md
M6a-E-002,E_TRACE_BREAK,P2,M6a,N,,权威星点检测实现把上游 C 源文件行锚当公式出处：sdet_api.cpp 内 39 处 `star_finder.c:NNN` + 1 处 `PSF.c:NNN`，两个文件在仓内均不存在（来源 L13-017 的锚点残余）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M6a_L13_L14.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M6a_L13_L14.md,3,问题扫描/findings/E_TRACE_BREAK/p2/M6a_L13_L14.md
M6b-E-005,E_TRACE_BREAK,P2,M6b,N,,追溯合同自身与实现不符：8 层 vs 9 行、唯一性声明互斥、schema 路径不存在、PASS 输出契约缺 rows=、CI changed_paths 指向不存在文件,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,7,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md
M6b-E-006,E_TRACE_BREAK,P2,M6b,N,,控制面合同把权威层级锚在被废止控制包文档与已 supersede 的约束文件上，并引用不存在的 `$F.2`,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,31,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md
M6b-E-007,E_TRACE_BREAK,P2,M6b,N,,合同文件清单与树内实存不符：IO-001 冻结合同宣称的 `modules/services/io/` 骨架 4 项中 3 项不存在,OPEN,STILL,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md,50,问题扫描/findings/E_TRACE_BREAK/p2/M6b_L16_L18.md
M7-E-201,E_TRACE_BREAK,P2,M7,N,,SCI/合同/注释三处「与实现一致」声明所引代码行锚整段漂移（本代理读码亲证）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md,5,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md
M7-E-202,E_TRACE_BREAK,P2,M7,N,,文档以绝对行号自引，插入即漂移，使同文「见 :N」指向错误行（L19-029）,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md,21,问题扫描/findings/E_TRACE_BREAK/p2/M7_E_TRACE_BREAK_p2.md
M8-E-001,E_TRACE_BREAK,P2,M8,N,,`lib/hips_p2/` 只有文档三件套（无源文件），追溯锚实指 `lib/phase2/tools/stage2.cpp` 的 `astrocs-stage2` 工具目标，而该目标 `EXCLUDE_FROM_ALL`（不进默认构建与,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M8_L22_L23.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M8_L22_L23.md,9,问题扫描/findings/E_TRACE_BREAK/p2/M8_L22_L23.md
M8a-E-003,E_TRACE_BREAK,P2,M8a,N,,DISP-PSF-007 被 README/manifest/测试/HANDOVER 四处当偏差 ID 使用，偏差登记表只到 006,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md,8,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md
M8a-E-004,E_TRACE_BREAK,P2,M8a,N,,README 路径引用簇：跨目录引用无解析前缀、签名头指错目录、行锚落在邻近 target,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md,1,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md,28,问题扫描/findings/E_TRACE_BREAK/p2/M8a_L25_L27.md
SA-N-01,E_TRACE_BREAK,P2,SA,N,,（P2）悬空锚主口径：**3135 出现 / 1008 种**，其中裸文件名 570 种 / 2278 出现（72.7%）⇒ 全部违反 `E4`「锚必须可解析」,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,1,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,3,问题扫描/findings/E_TRACE_BREAK/p2/SA.md
SA-N-02,E_TRACE_BREAK,P2,SA,N,,（P2）凭空符号 **2 处**（我写下的）：`ipv_wcs.cpp::build_fits_wcs_from_solution`、`aio_hips_writer.cpp::write_tile_core` —— HEAD 代码面与全历,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,1,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,8,问题扫描/findings/E_TRACE_BREAK/p2/SA.md
SA-N-03,E_TRACE_BREAK,P2,SA,N,,（P2）三类结构性悬空：自指档案 94 种 / 272 出现、未入库影子树 13 种 / 34 出现、gitignored 运行区 22 种 / 26 出现,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,1,问题扫描/findings/E_TRACE_BREAK/p2/SA.md,13,问题扫描/findings/E_TRACE_BREAK/p2/SA.md
SA-N-04,E_TRACE_BREAK,P2,SA-b,N,,（P2）门禁与接口裁决的权威依据文本在 HEAD 不可解析：控制包标准 8 种 / 21 出现,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md,1,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md,3,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md
SA-N-05,E_TRACE_BREAK,P2,SA-b,N,,（P2）硬底线：硬悬空 48 种 / 55 出现 + 产物名 34 种 / 75 出现 + 外链未外部化 7 种 / 18 出现,OPEN,,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md,1,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md,6,问题扫描/findings/E_TRACE_BREAK/p2/SA-b.md
FD-F-003,F_TEST_GAP,P0,FD,Y,,"唯一跑 Windows C++ 单测的门连续 10 次""0 用例 PASS""，且空输出被 `EMPTY_OUTPUT_SILENCE_EXEMPT` 制度化为豁免",OPEN,STILL,问题扫描/findings/F_TEST_GAP/p0/FD_windows_zero_test_green.md,1,问题扫描/findings/F_TEST_GAP/p0/FD_windows_zero_test_green.md,5,问题扫描/findings/F_TEST_GAP/p0/FD_windows_zero_test_green.md
M1a-F-001,F_TEST_GAP,P0,M1a,Y,,"CAR/AIT""独立 Oracle""与被测实现同源（解析式取自同一推导），错误口径被测试钉死为正确",OPEN,,问题扫描/findings/F_TEST_GAP/p0/M1a_L01_L02.md,1,问题扫描/findings/F_TEST_GAP/p0/M1a_L01_L02.md,3,问题扫描/findings/F_TEST_GAP/p0/M1a_L01_L02.md
M2a-F-1,F_TEST_GAP,P0,M2a,Y,C-02,SCI-DRZ-001 §11 的五个验证 Oracle 中三个所指测试文件从未注册进任何构建/CTest/CI 面，注册表还以其中未注册的一条作为 CONFORMANT 证据,OPEN,,问题扫描/findings/F_TEST_GAP/p0/M2a_L04_L10.md,1,问题扫描/findings/F_TEST_GAP/p0/M2a_L04_L10.md,5,问题扫描/findings/F_TEST_GAP/p0/M2a_L04_L10.md
