dataset,star_id,mode,flux_ADU,var_ADU2,snr,fwhm_px,sum_w_adu-2,sum_q_adu-1,note
NGC83,S042,equal,553000,4706.1,8061.11,3.02428,0.000760376,433.545,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S042,exposure,553000,4706.1,8061.11,3.02428,0.000760376,433.545,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S042,ivar,573395,4360.08,8683.74,3.04718,0.000760376,433.545,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S042,w_info,570171,1315.14,15722.4,3.02661,0.000760376,433.545,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S042,psfsw,577160,392103,921.714,3.01519,0.000760376,433.545,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S046,equal,552354,5847.5,7223.24,3.27336,0.000514452,288.049,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S046,exposure,552354,5847.5,7223.24,3.27336,0.000514452,288.049,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S046,ivar,562105,5720.75,7431.75,3.29617,0.000514452,288.049,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S046,w_info,559914,1943.82,12699.7,3.2959,0.000514452,288.049,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S046,psfsw,575882,573174,760.66,3.35368,0.000514452,288.049,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S047,equal,539172,5533.8,7247.96,3.29782,0.000571892,314.849,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S047,exposure,539172,5533.8,7247.96,3.29782,0.000571892,314.849,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S047,ivar,552432,5327.91,7568.33,3.33605,0.000571892,314.849,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S047,w_info,550539,1748.58,13165.7,3.32695,0.000571892,314.849,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S047,psfsw,563247,484954,808.813,3.37948,0.000571892,314.849,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,AGG,equal,,,,,,,n=8
NGC83,AGG,exposure,,,,,,,n=8
NGC83,AGG,ivar,,,,,,,n=8
NGC83,AGG,w_info,,,,,,,n=8
NGC83,AGG,psfsw,,,,,,,n=8
NGC83,GROUP_TOTAL,psfsw,4.7667e+06,3.22187e+07,839.776,3.30241,,,all_stars_concatenated
Victory_Nebula,S000,equal,396540,24133.7,2552.55,4.44293,0.000205314,81.3832,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S000,exposure,396540,24133.7,2552.55,4.44293,0.000205314,81.3832,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S000,ivar,396231,21280.8,2716.15,4.4689,0.000205314,81.3832,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S000,w_info,396384,4870.58,5679.7,4.45595,0.000205314,81.3832,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S000,psfsw,396689,2.23488e+06,265.353,4.42918,0.000205314,81.3832,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S001,equal,343079,20630.4,2388.58,2.17858,0.000285111,97.8805,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S001,exposure,343079,20630.4,2388.58,2.17858,0.000285111,97.8805,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S001,ivar,343310,19065.4,2486.35,2.20721,0.000285111,97.8805,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S001,w_info,343307,3507.41,5796.82,2.19947,0.000285111,97.8805,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S001,psfsw,343071,1.7604e+06,258.57,2.17036,0.000285111,97.8805,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S002,equal,313702,24222.6,2015.61,2.37475,0.000270251,84.8259,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S002,exposure,313702,24222.6,2015.61,2.37475,0.000270251,84.8259,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S002,ivar,313905,22684.3,2084.18,2.37267,0.000270251,84.8259,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S002,w_info,313878,3700.26,5159.94,2.36895,0.000270251,84.8259,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S002,psfsw,313515,2.1948e+06,211.622,2.36644,0.000270251,84.8259,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S003,equal,341833,25270,2150.36,2.41699,0.000209775,71.702,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S003,exposure,341833,25270,2150.36,2.41699,0.000209775,71.702,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S003,ivar,341815,23738.9,2218.51,2.45194,0.000209775,71.702,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S003,w_info,341804,4767.01,4950.56,2.43916,0.000209775,71.702,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S003,psfsw,341863,2.29463e+06,225.682,2.39441,0.000209775,71.702,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S004,equal,295652,22569.6,1967.98,2.05186,0.000323714,95.6778,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S004,exposure,295652,22569.6,1967.98,2.05186,0.000323714,95.6778,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S004,ivar,295513,21223.6,2028.47,2.07887,0.000323714,95.6778,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S004,w_info,295563,3089.15,5317.78,2.06788,0.000323714,95.6778,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S004,psfsw,295736,2.0339e+06,207.367,2.03752,0.000323714,95.6778,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S005,equal,344134,22564.3,2290.96,1.97198,0.000240907,82.9122,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S005,exposure,344134,22564.3,2290.96,1.97198,0.000240907,82.9122,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S005,ivar,343754,21330.7,2353.67,1.99464,0.000240907,82.9122,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S005,w_info,344167,4150.98,5341.87,1.97557,0.000240907,82.9122,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S005,psfsw,344596,1.97764e+06,245.04,1.96646,0.000240907,82.9122,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S014,equal,267581,17029.5,2050.47,2.54391,0.000523603,139.759,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S014,exposure,267581,17029.5,2050.47,2.54391,0.000523603,139.759,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S014,ivar,266632,15035.8,2174.45,2.55312,0.000523603,139.759,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S014,w_info,266918,1909.85,6107.72,2.55052,0.000523603,139.759,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S014,psfsw,267835,1.55747e+06,214.614,2.5412,0.000523603,139.759,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,S102,equal,287888,25527,1801.87,2.13402,0.000278531,80.8835,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Victory_Nebula,S102,exposure,287888,25527,1801.87,2.13402,0.000278531,80.8835,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Victory_Nebula,S102,ivar,288159,24478.1,1841.8,2.17688,0.000278531,80.8835,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Victory_Nebula,S102,w_info,290393,3590.26,4846.44,2.1677,0.000278531,80.8835,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Victory_Nebula,S102,psfsw,289576,2.26213e+06,192.532,2.11873,0.000278531,80.8835,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Victory_Nebula,AGG,equal,,,,,,,n=8
Victory_Nebula,AGG,exposure,,,,,,,n=8
Victory_Nebula,AGG,ivar,,,,,,,n=8
Victory_Nebula,AGG,w_info,,,,,,,n=8
Victory_Nebula,AGG,psfsw,,,,,,,n=8
Victory_Nebula,GROUP_TOTAL,psfsw,2.59288e+06,1.30527e+08,226.951,4.42918,,,all_stars_concatenated
