id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-ensure_log_file,ensure_log_file,lib/orchestrator/cpp/include/logger.h,C,void ensure_log_file();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-error,error,lib/orchestrator/cpp/include/logger.h,C,"void error(const std::string& module, const std::string& message);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-format_line,format_line,lib/orchestrator/cpp/include/logger.h,C,"std::string format_line(LogLevel level, const std::string& module, const std::string& message);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_date_string,get_date_string,lib/orchestrator/cpp/include/logger.h,C,std::string get_date_string();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_timestamp,get_timestamp,lib/orchestrator/cpp/include/logger.h,C,std::string get_timestamp();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-info,info,lib/orchestrator/cpp/include/logger.h,C,"void info(const std::string& module, const std::string& message);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-init,init,lib/orchestrator/cpp/include/logger.h,C,"void init(const std::string& log_dir, LogLevel level = LogLevel::INFO);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-instance,instance,lib/orchestrator/cpp/include/logger.h,C,public: static Logger& instance();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-level_to_string,level_to_string,lib/orchestrator/cpp/include/logger.h,C,static std::string level_to_string(LogLevel level);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_level,set_level,lib/orchestrator/cpp/include/logger.h,C,void set_level(LogLevel level);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_log_dir,set_log_dir,lib/orchestrator/cpp/include/logger.h,C,void set_log_dir(const std::string& dir);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_stderr_output,set_stderr_output,lib/orchestrator/cpp/include/logger.h,C,void set_stderr_output(bool enable);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-shutdown,shutdown,lib/orchestrator/cpp/include/logger.h,C,void shutdown();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-string_to_level,string_to_level,lib/orchestrator/cpp/include/logger.h,C,static LogLevel string_to_level(const std::string& str);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-warn,warn,lib/orchestrator/cpp/include/logger.h,C,"void warn(const std::string& module, const std::string& message);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-Orchestrator,Orchestrator,lib/orchestrator/cpp/include/orchestrator.h,C,public: Orchestrator();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-check_stage_continue,check_stage_continue,lib/orchestrator/cpp/include/orchestrator.h,C,"bool check_stage_continue(const std::string& stage_name, TaskResult& result);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cleanup_partial_output,cleanup_partial_output,lib/orchestrator/cpp/include/orchestrator.h,C,bool cleanup_partial_output(const std::string& path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cleanup_platesolve_env,cleanup_platesolve_env,lib/orchestrator/cpp/include/orchestrator.h,C,void cleanup_platesolve_env();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-init_dlls,init_dlls,lib/orchestrator/cpp/include/orchestrator.h,C,"bool init_dlls(const std::string& lib_base_dir, std::string& error_msg);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-init_platesolve_env,init_platesolve_env,lib/orchestrator/cpp/include/orchestrator.h,C,bool init_platesolve_env(std::string& error_msg);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-interrupt,interrupt,lib/orchestrator/cpp/include/orchestrator.h,C,void interrupt();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_checkpoint,load_checkpoint,lib/orchestrator/cpp/include/orchestrator.h,C,"bool load_checkpoint(const std::string& frame_name, PipelineStage& resume_from);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_config,load_config,lib/orchestrator/cpp/include/orchestrator.h,C,"bool load_config(const std::string& config_path, std::string& error_msg);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-parse_stage_timeouts,parse_stage_timeouts,lib/orchestrator/cpp/include/orchestrator.h,C,"static std::map<std::string, double> parse_stage_timeouts(const std::string& config_json);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-pause,pause,lib/orchestrator/cpp/include/orchestrator.h,C,void pause();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-request_cancel,request_cancel,lib/orchestrator/cpp/include/orchestrator.h,C,void request_cancel();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-reset_cancel_timeout,reset_cancel_timeout,lib/orchestrator/cpp/include/orchestrator.h,C,void reset_cancel_timeout();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-resume,resume,lib/orchestrator/cpp/include/orchestrator.h,C,void resume();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage1,run_stage1,lib/orchestrator/cpp/include/orchestrator.h,C,TaskResult run_stage1(const Stage1Config& cfg);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage2,run_stage2,lib/orchestrator/cpp/include/orchestrator.h,C,"TaskResult run_stage2(const std::string& hiss_dir, const std::string& output_hcsd, const std::string& config_json = """");",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_browser_verify,run_stage_browser_verify,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_browser_verify(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_calibrate,run_stage_calibrate,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_calibrate(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_drizzle,run_stage_drizzle,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_drizzle(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_hips_verify,run_stage_hips_verify,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_hips_verify(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_hiss_verify,run_stage_hiss_verify,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_hiss_verify(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_nside,run_stage_nside,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_nside(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_photometric,run_stage_photometric,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_photometric(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_platesolve,run_stage_platesolve,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_platesolve(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_psf,run_stage_psf,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_psf(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_read_fits,run_stage_read_fits,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_read_fits(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-run_stage_snr,run_stage_snr,lib/orchestrator/cpp/include/orchestrator.h,C,bool run_stage_snr(TaskResult& result);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-save_checkpoint,save_checkpoint,lib/orchestrator/cpp/include/orchestrator.h,C,bool save_checkpoint(const std::string& frame_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_checkpoint_dir,set_checkpoint_dir,lib/orchestrator/cpp/include/orchestrator.h,C,void set_checkpoint_dir(const std::string& dir);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_stage1_config,set_stage1_config,lib/orchestrator/cpp/include/orchestrator.h,C,void set_stage1_config(const Stage1Config& cfg);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-stage_name,stage_name,lib/orchestrator/cpp/include/orchestrator.h,C,static std::string stage_name(PipelineStage stage);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-stage_name_v2,stage_name_v2,lib/orchestrator/cpp/include/orchestrator.h,C,static std::string stage_name_v2(PipelineStageV2 stage);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-state_name,state_name,lib/orchestrator/cpp/include/orchestrator.h,C,static std::string state_name(TaskState state);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-FrameCostEstimator,FrameCostEstimator,lib/orchestrator/cpp/include/resource_monitor.h,C,public: FrameCostEstimator();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-do_sample,do_sample,lib/orchestrator/cpp/include/resource_monitor.h,C,ResourceSnapshot do_sample();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-loop,loop,lib/orchestrator/cpp/include/resource_monitor.h,C,void loop();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-mark_stage_end,mark_stage_end,lib/orchestrator/cpp/include/resource_monitor.h,C,void mark_stage_end(const std::string& stage_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-mark_stage_start,mark_stage_start,lib/orchestrator/cpp/include/resource_monitor.h,C,void mark_stage_start(const std::string& stage_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-sample_once,sample_once,lib/orchestrator/cpp/include/resource_monitor.h,C,ResourceSnapshot sample_once();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-start,start,lib/orchestrator/cpp/include/resource_monitor.h,C,void start();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-stop,stop,lib/orchestrator/cpp/include/resource_monitor.h,C,void stop();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-PeakShifter,PeakShifter,lib/orchestrator/cpp/include/spill_manager.h,C,explicit PeakShifter(const PressureHandler& pressure_handler);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-RecoveryManager,RecoveryManager,lib/orchestrator/cpp/include/spill_manager.h,C,public: explicit RecoveryManager(SpillManager& spill_manager);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-SpillManager,SpillManager,lib/orchestrator/cpp/include/spill_manager.h,C,explicit SpillManager(const std::string& spill_dir);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cleanup_all,cleanup_all,lib/orchestrator/cpp/include/spill_manager.h,C,int cleanup_all();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cleanup_frame,cleanup_frame,lib/orchestrator/cpp/include/spill_manager.h,C,int cleanup_frame(const std::string& frame_id);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-compute_checksum,compute_checksum,lib/orchestrator/cpp/include/spill_manager.h,C,static std::string compute_checksum(const std::vector<uint8_t>& data);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-defer,defer,lib/orchestrator/cpp/include/spill_manager.h,C,void defer(const DeferredTask& task);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-drain_all,drain_all,lib/orchestrator/cpp/include/spill_manager.h,C,std::vector<DeferredTask> drain_all();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-finalize_frame,finalize_frame,lib/orchestrator/cpp/include/spill_manager.h,C,int finalize_frame(const std::string& frame_id);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_manifest,load_manifest,lib/orchestrator/cpp/include/spill_manager.h,C,void load_manifest();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-make_key,make_key,lib/orchestrator/cpp/include/spill_manager.h,C,"static std::string make_key(const std::string& frame_id, const std::string& stage, const std::string& block_name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-recover_block,recover_block,lib/orchestrator/cpp/include/spill_manager.h,C,"std::optional<std::vector<uint8_t>> recover_block(const std::string& frame_id, const std::string& stage, const std::string& block_name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-recover_frame,recover_frame,lib/orchestrator/cpp/include/spill_manager.h,C,"std::map<std::string, std::vector<uint8_t>> recover_frame(const std::string& frame_id);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-restore,restore,lib/orchestrator/cpp/include/spill_manager.h,C,"std::optional<std::vector<uint8_t>> restore(const std::string& frame_id, const std::string& stage, const std::string& block_name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-restore_frame,restore_frame,lib/orchestrator/cpp/include/spill_manager.h,C,"std::map<std::string, std::vector<uint8_t>> restore_frame(const std::string& frame_id);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-save_manifest,save_manifest,lib/orchestrator/cpp/include/spill_manager.h,C,void save_manifest();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-spill,spill,lib/orchestrator/cpp/include/spill_manager.h,C,"SpillRecord spill(const std::string& frame_id, const std::string& stage, const std::string& block_name, const std::vector<uint8_t>& data);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-try_resume,try_resume,lib/orchestrator/cpp/include/spill_manager.h,C,std::optional<DeferredTask> try_resume();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-register_phase2_acr_kernels,register_phase2_acr_kernels,lib/phase2/include/astro/phase2/acr_kernels.h,C,void register_phase2_acr_kernels();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_block_plan,p2_block_plan,lib/phase2/include/astro/phase2/block.h,C,"P2_API int p2_block_plan(const P2BlockPlannerInput* in, P2BlockPlan* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_coverage_build,p2_coverage_build,lib/phase2/include/astro/phase2/coverage.h,C,"P2_API int p2_coverage_build( const char* const* hips_paths, std::uint64_t n_inputs, P2CoverageResult* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
