seq,sha8,date,kind,count,detail,subject
1037,020cdc99,2026-08-28,PACKNEW,1,新增包文件 工程控制/REAUDIT_V4/v4_reaudit/00_READ_FIRST.md,feat(v4): C0-001 V4控制包本体 — 98原子任务账本+C0..C9检查点链+SCI/ALG/ARCH/CODE/Oracle/门禁规格+强校验器(CONTROL_PASS files
1037,020cdc99,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,feat(v4): C0-001 V4控制包本体 — 98原子任务账本+C0..C9检查点链+SCI/ALG/ARCH/CODE/Oracle/门禁规格+强校验器(CONTROL_PASS files
1038,ae643541,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,feat(v4): C0-002..005 — 起点 SHA 冻结(020cdc9)+双平台工具链盘点(2核Linux/16线程Fatduck实测)+V3五项债务登记映射+98行初始化核验+revie
1039,b12305ed,2026-08-28,NEWDIR,1,首次出现 工程控制/CONTROL_V4,"chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料),历史不重写仅从当"
1039,b12305ed,2026-08-28,DELETE,21,删除 21 文件（批量移除/归档）,"chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料),历史不重写仅从当"
1039,b12305ed,2026-08-28,PACKNEW,1,新增包文件 工程控制/CONTROL_V4/AstroCS_MAIN_PRERELEASE_CONTROL_V4_CPU_ADAPTIVE_20260828/00_READ_FIRST.md,"chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料),历史不重写仅从当"
1039,b12305ed,2026-08-28,PACKDEL,1,删除包文件 工程控制/REAUDIT_V4/v4_reaudit/00_READ_FIRST.md,"chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料),历史不重写仅从当"
1039,b12305ed,2026-08-28,LEDGER,2,"改台账 02_TASK_LEDGER.csv, 02_TASK_LEDGER.csv","chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料),历史不重写仅从当"
1040,1c580eb9,2026-08-28,NEWDIR,1,首次出现 reports/evidence,chore(v5): 前会话遗留工作树变更归位 — evidence/QA-V19R7-A2-*与self_review/round0-6按AGENTS目录规范移至reports/(BASE-001登
1040,1c580eb9,2026-08-28,NEWDIR,1,首次出现 reports/self_review,chore(v5): 前会话遗留工作树变更归位 — evidence/QA-V19R7-A2-*与self_review/round0-6按AGENTS目录规范移至reports/(BASE-001登
1042,f99e80d8,2026-08-28,NEWDIR,1,首次出现 artifacts/prerelease_v5,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1042,f99e80d8,2026-08-28,NEWDIR,1,首次出现 tools/make_capsule.py,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1042,f99e80d8,2026-08-28,NEWDIR,1,首次出现 工程控制/RELEASE_V5,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1042,f99e80d8,2026-08-28,PACKNEW,1,新增包文件 工程控制/RELEASE_V5/AstroCS_MAIN_RELEASE_CONTROL_V5_SINGLE_CLI_AMD64_20260828/00_READ_FIRST.md,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1042,f99e80d8,2026-08-28,PACKNEW,1,新增包文件 工程控制/RELEASE_V5/AstroCS_MAIN_RELEASE_CONTROL_V5_SINGLE_CLI_AMD64_20260828/START_PROMPT.txt,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1042,f99e80d8,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGISTER 6风险入账+自
1043,15720f5e,2026-08-28,NEWDIR,1,首次出现 tools/check_agents_gov.py,"(GOV-001) AGENTS合并V5必需短块与连续执行状态机 — check_agents_gov 10/10要素+mutation试金石通过,删除pwsh/GitBash默认环境旧表述,GUI改"
1043,15720f5e,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(GOV-001) AGENTS合并V5必需短块与连续执行状态机 — check_agents_gov 10/10要素+mutation试金石通过,删除pwsh/GitBash默认环境旧表述,GUI改"
1044,9fe142e0,2026-08-28,NEWDIR,1,首次出现 docs/VERSIONING.md,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1044,9fe142e0,2026-08-28,NEWDIR,1,首次出现 schemas/version.schema.json,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1044,9fe142e0,2026-08-28,NEWDIR,1,首次出现 tests/version,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1044,9fe142e0,2026-08-28,NEWDIR,1,首次出现 tools/check_version_consistency.py,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1044,9fe142e0,2026-08-28,NEWDIR,1,首次出现 tools/gen_version.py,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1044,9fe142e0,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.json+一致性check
1045,45e64640,2026-08-28,NEWDIR,1,首次出现 tests/__init__.py,(TRACE-001) 六层追溯schema与检查器 — claim_id格式+R1-R7链规则+引用存在(路径/符号级)+VER域6claim种子+5测试含删层mutation必失败+unittes
1045,45e64640,2026-08-28,NEWDIR,1,首次出现 tests/traceability,(TRACE-001) 六层追溯schema与检查器 — claim_id格式+R1-R7链规则+引用存在(路径/符号级)+VER域6claim种子+5测试含删层mutation必失败+unittes
1045,45e64640,2026-08-28,NEWDIR,1,首次出现 tools/check_traceability.py,(TRACE-001) 六层追溯schema与检查器 — claim_id格式+R1-R7链规则+引用存在(路径/符号级)+VER域6claim种子+5测试含删层mutation必失败+unittes
1045,45e64640,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(TRACE-001) 六层追溯schema与检查器 — claim_id格式+R1-R7链规则+引用存在(路径/符号级)+VER域6claim种子+5测试含删层mutation必失败+unittes
1046,4dd9385b,2026-08-28,NEWDIR,1,首次出现 docs/GLOSSARY.md,(DOC-001) 术语单位词典冻结 — GLOSSARY 18核心术语唯一含义+bad_mask极性实测(1=坏点)+pixel_weight与frame_quality_weight消歧+alia
1046,4dd9385b,2026-08-28,NEWDIR,1,首次出现 tests/glossary,(DOC-001) 术语单位词典冻结 — GLOSSARY 18核心术语唯一含义+bad_mask极性实测(1=坏点)+pixel_weight与frame_quality_weight消歧+alia
1046,4dd9385b,2026-08-28,NEWDIR,1,首次出现 tools/check_glossary.py,(DOC-001) 术语单位词典冻结 — GLOSSARY 18核心术语唯一含义+bad_mask极性实测(1=坏点)+pixel_weight与frame_quality_weight消歧+alia
1046,4dd9385b,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(DOC-001) 术语单位词典冻结 — GLOSSARY 18核心术语唯一含义+bad_mask极性实测(1=坏点)+pixel_weight与frame_quality_weight消歧+alia
1047,cc64ba1a,2026-08-28,NEWDIR,1,首次出现 tests/sciencelint,(SCI-001) Calibration科学合同补全 — Frames/专属问题7项逐锚回答/Primary literature 3条核验定位/Acceptance+SYN-001映射+scien
1047,cc64ba1a,2026-08-28,NEWDIR,1,首次出现 tools/science_contract_lint.py,(SCI-001) Calibration科学合同补全 — Frames/专属问题7项逐锚回答/Primary literature 3条核验定位/Acceptance+SYN-001映射+scien
1047,cc64ba1a,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-001) Calibration科学合同补全 — Frames/专属问题7项逐锚回答/Primary literature 3条核验定位/Acceptance+SYN-001映射+scien
1048,805f13ee,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-002) WCS PSF Photometry合同补全 — 三份各补Frames/专属问题/Primary literature(Paper I II+Tukey4.685 PMC核验+Mo
1049,1823a1e9,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-003) Noise SNR合同补全 — Frames/专属问题5项(blank sky·Poisson仅诊断·权重归一适用域)/文献定位声明/Acceptance+SYN-003映射+cl
1050,084ee91a,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(SCI-004) Drizzle合同补全 — Frames/专属问题6项(footprint·pixfrac(0,1]·support=D_p·协方差非目标)/FruchterHook2002定位声"
1051,025bc941,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-005) UPM合同补全 — Frames/专属问题6项(观测方程·basis·正则化·gauge退化·接缝预冻结SYN-005)/项目原创声明+Huber1964定位/Acceptance
1052,43820f0f,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-006) Rejection Integration合同补全 — 两份各补Frames/专属问题(7方法统计假设·表驱动阈值·auto路由可判定·smallN·identity保持)/Ros
1053,7895a584,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(SCI-007) Phase3 HiPS→FITS科学合同 — SCI-P3-001 15节+12科学项逐项冻结(order_needed公式/仅TAN/仅ICRS/parity/bilinear默
1054,199b21e2,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ALG-001) Calibration离散算法V5重验 — 去硬编码num_threads+combine归约顺序冻结+variance/mask传播边界+SIMD安全与取消点+CPU-only策
1055,0d4c5b69,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ALG-002) WCS PSF Photometry离散算法V5重验 — 三份删GPU路径改CPU-only worker pool+SIMD安全(固定序归约禁重结合)+取消点+claim ID格
1057,e6effdc0,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(ALG-003) 账本补正 — ALG-003置PASS并披露状态机违规(IN_PROGRESS sed任务名错配未生效, commit 76e5383内为NOT_STARTED), 测试证据胶囊真"
1058,6f2f4139,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ALG-004) Drizzle离散算法V5重验 — 删GPU candidate kernel改CPU-only worker pool+候选序固定归约禁重结合+SIMD安全+取消点帧原子性+cs
1060,6feab667,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ALG-005) UPM稀疏求解接缝算法V5重验 — 删GPU块求值改CPU-only(IRLS串行reference+块级affinity池)+法方程固定序归约禁重结合+整模型原子取消点+PHAS
1062,26890d3e,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(ALG-006) Rejection Integration离散算法V5重验 — 两份删GPU切分改CPU-only行带池+固定序归约禁重结合+掩膜/结果行带原子取消点+ID规范化,lint 2文件"
1064,48910002,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ALG-007) Phase3重采样算法 — 新建PHASE3_RESAMPLE.md(ALG-P3-001..004) G1-G5与SCI-P3 §9a一一对应(WCS CD-only+parit
1066,c1b70086,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(REV-001) C1审阅包 — 14胶囊(SCI/ALG)聚合+机读C1_MANIFEST(gates全过·unresolved_science=0)+CHECKPOINTS追加C1行+REV-0
1068,bc0ccfe9,2026-08-28,NEWDIR,1,首次出现 tests/arch,(ARCH-001) 生产执行清单 — 符号检索七类原语217行(exe46/OpenMP25文件/线程创建62/锁46/队列1/ACR24配置守卫/IO写13)+幂等生成器+5机器门(exe=0·a
1068,bc0ccfe9,2026-08-28,NEWDIR,1,首次出现 tools/arch,(ARCH-001) 生产执行清单 — 符号检索七类原语217行(exe46/OpenMP25文件/线程创建62/锁46/队列1/ACR24配置守卫/IO写13)+幂等生成器+5机器门(exe=0·a
1068,bc0ccfe9,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ARCH-001) 生产执行清单 — 符号检索七类原语217行(exe46/OpenMP25文件/线程创建62/锁46/队列1/ACR24配置守卫/IO写13)+幂等生成器+5机器门(exe=0·a
1070,ba126db2,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ARCH-002) V5单一CLI架构冻结 — 重写ARCHITECTURE.md(唯一astrocs入口·旧exe迁移·Phase1/2/3 in-process·生命周期·错误取消恢复·7不变量
1072,1625ca94,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ARCH-003) CPU Backend架构冻结 — 05全条目落成(六查信任边界·C ABI v1全字段·七类kernel注册挂SCI-ALG链·回退4条·发布manifest+doctor)+
1074,7818e663,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ARCH-004) 全局ThreadBudget架构 — 单一预算(affinity∩cgroup∩Job)+五阶段画像+异步两类+取消逐内核+静态checker(7处命中逐一定性登记:aio/ac
1076,2dd8d07c,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ARCH-005) Phase3模块架构冻结 — 四单元单向流(Reader/TileCache/Resampler/FitsWriter)+跨tile访问(cache无科学决策·missing不伪
1078,e08512ba,2026-08-28,NEWDIR,1,首次出现 docs/api,(API-001) 公共C ABI基础层v1冻结 — acs_命名五结构handshake+逐字段单位/所有权+九错误码+thread_budget租借+并发合同模板+C/C++双独立编译落锤+6机器
1078,e08512ba,2026-08-28,NEWDIR,1,首次出现 tests/api,(API-001) 公共C ABI基础层v1冻结 — acs_命名五结构handshake+逐字段单位/所有权+九错误码+thread_budget租借+并发合同模板+C/C++双独立编译落锤+6机器
1078,e08512ba,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(API-001) 公共C ABI基础层v1冻结 — acs_命名五结构handshake+逐字段单位/所有权+九错误码+thread_budget租借+并发合同模板+C/C++双独立编译落锤+6机器
1080,4cf1fdb6,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(API-002) CLI协议合同v1冻结 — 04逐条落地(13命令树+handler追溯+11退出码唯一源+JSONL十必含五扩展+acs_cancel取消链+70脱敏crash)+04§6六条c
1082,5dfbd20d,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(API-003) Phase1 API定义v1冻结 — p1_session五函数生命周期+底层10行登记表(并发五字段+test ID)+ac_set_num_threads迁移点TB-ARCH-
1084,f5735ed2,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(API-004) Phase2 API定义v1冻结 — 所有权图七对象(p2_upm_close真实释放·修正臆造符号)+逐函数14行全名化五字段+预算绑定Σ≤全局+错误映射rc→acs_statu
1086,b36c74dc,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(API-005) Phase3 API定义v1冻结 — p3_session五函数+request十一字段约束+显式拒绝清单与SCI-P3同源交叉核对+missing/NaN非错误语义+result
1088,07bc18b9,2026-08-28,NEWDIR,1,首次出现 cli/CMakeLists.txt,(CLI-001) 单一astrocs target落地 — 严格C++17双平台main(help13行golden+version json+exit2 stub)+CMake版本单源g<hash
1088,07bc18b9,2026-08-28,NEWDIR,1,首次出现 cli/main.cpp,(CLI-001) 单一astrocs target落地 — 严格C++17双平台main(help13行golden+version json+exit2 stub)+CMake版本单源g<hash
1088,07bc18b9,2026-08-28,NEWDIR,1,首次出现 cli/version_generated.h.in,(CLI-001) 单一astrocs target落地 — 严格C++17双平台main(help13行golden+version json+exit2 stub)+CMake版本单源g<hash
1088,07bc18b9,2026-08-28,NEWDIR,1,首次出现 tests/cli,(CLI-001) 单一astrocs target落地 — 严格C++17双平台main(help13行golden+version json+exit2 stub)+CMake版本单源g<hash
1088,07bc18b9,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-001) 单一astrocs target落地 — 严格C++17双平台main(help13行golden+version json+exit2 stub)+CMake版本单源g<hash
1090,d484f7c5,2026-08-28,NEWDIR,1,首次出现 cli/cancel_token.h,(CLI-002) 统一parser+JSONL协议+cancel+crash boundary — 命令树白名单14拒绝面+config init/validate真实现(0/3/7映射)+10必含
1090,d484f7c5,2026-08-28,NEWDIR,1,首次出现 cli/exit_codes.h,(CLI-002) 统一parser+JSONL协议+cancel+crash boundary — 命令树白名单14拒绝面+config init/validate真实现(0/3/7映射)+10必含
1090,d484f7c5,2026-08-28,NEWDIR,1,首次出现 cli/jsonl.h,(CLI-002) 统一parser+JSONL协议+cancel+crash boundary — 命令树白名单14拒绝面+config init/validate真实现(0/3/7映射)+10必含
1090,d484f7c5,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-002) 统一parser+JSONL协议+cancel+crash boundary — 命令树白名单14拒绝面+config init/validate真实现(0/3/7映射)+10必含
1092,8b7cf3e0,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-003) config/manifest/verify闭环 — MANIFEST_VERIFY_V1合同+config全量校验(白名单键/schema_version=2/文件存在)+pro
1094,7718a2f8,2026-08-28,NEWDIR,1,首次出现 include/astrocs,(ABI-001) C ABI v1落地 — 单一头C11/C++17双编译+host services(计数allocator/atomic cancel/CAS预算)+12条目kernel表(05
1094,7718a2f8,2026-08-28,NEWDIR,1,首次出现 lib/backend_host,(ABI-001) C ABI v1落地 — 单一头C11/C++17双编译+host services(计数allocator/atomic cancel/CAS预算)+12条目kernel表(05
1094,7718a2f8,2026-08-28,NEWDIR,1,首次出现 tests/backend,(ABI-001) C ABI v1落地 — 单一头C11/C++17双编译+host services(计数allocator/atomic cancel/CAS预算)+12条目kernel表(05
1094,7718a2f8,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ABI-001) C ABI v1落地 — 单一头C11/C++17双编译+host services(计数allocator/atomic cancel/CAS预算)+12条目kernel表(05
1096,0c49a370,2026-08-28,NEWDIR,1,首次出现 tools/gen_backends_manifest.py,(ABI-002) backend加载安全化 — CPUID+OSXSAVE+XGETBV实测+affinity可用CPU+manifest解析不猜+预检五查(裸文件名白名单/ABI/hash实测/r
1096,0c49a370,2026-08-28,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ABI-002) backend加载安全化 — CPUID+OSXSAVE+XGETBV实测+affinity可用CPU+manifest解析不猜+预检五查(裸文件名白名单/ABI/hash实测/r
1098,1761491b,2026-08-29,NEWDIR,1,首次出现 tools/check_baseline_opcodes.py,(ABI-003) baseline全生产kernel — 12 kernel实现在budget租借行带并行外层(确定性: 元素独立无跨线程归约)+Oracle(Python独立参考12op全比对)+
1098,1761491b,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ABI-003) baseline全生产kernel — 12 kernel实现在budget租借行带并行外层(确定性: 元素独立无跨线程归约)+Oracle(Python独立参考12op全比对)+
1100,1ae33eb4,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-001) ISA热点测量与AVX2变体决策 — 共享表backend_table.inc抽参+avx2变体DSO(同impl零漂移)+实机profile(hips+28%/calibrati
1103,0eeb3b5f,2026-08-29,NEWDIR,1,首次出现 schemas/hardware_inspect.schema.json,(BENCH-001) 硬件画像v1 — CPUID/XCR0/affinity数组/available=affinity∩cgroup/SMT/NUMA/RAM/cache/OS/compiler/
1103,0eeb3b5f,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(BENCH-001) 硬件画像v1 — CPUID/XCR0/affinity数组/available=affinity∩cgroup/SMT/NUMA/RAM/cache/OS/compiler/
1105,9aad31ec,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(BENCH-002) harness顺序合同 — 独立scalar Oracle先行(失败禁用不计时)+预热不计时+9样本稳健统计(median/MAD/p05/p95)+correctness_h
1107,87ff58ba,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(BENCH-003) 候选生成+内存基线 — worker候选{1,中位,全部}全派生(avail3→{1,2,3})+block=L2派生几何公比4+memory read/write/copy/"
1109,e8767daf,2026-08-29,NEWDIR,1,首次出现 tools/validate_cpu_profile.py,(BENCH-004) profile生命周期 — cpu_profile生成器(schema同构+指纹)+validate三态(schema/stale: ISA-affinity-commit-指
1109,e8767daf,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(BENCH-004) profile生命周期 — cpu_profile生成器(schema同构+指纹)+validate三态(schema/stale: ISA-affinity-commit-指
1111,0cd9db94,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(BENCH-005) benchmark/doctor CLI — profile_gen入库(quick单kernel/full 12kernel矩阵)+ASTROCS_COMMIT_SHA注入+
1113,c5629be6,2026-08-29,NEWDIR,1,首次出现 lib/phase1_session,(CLI-004) Phase1进程内接入 — p1_session四段式(API-P1-001冻结)+budget注入ac_set_num_threads+帧粒度取消+monitor事件+AIO/C
1113,c5629be6,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-004) Phase1进程内接入 — p1_session四段式(API-P1-001冻结)+budget注入ac_set_num_threads+帧粒度取消+monitor事件+AIO/C
1115,0a448f67,2026-08-29,NEWDIR,1,首次出现 lib/phase2_session,"(CLI-005) Phase2进程内接入 — p2_session生产路由(coverage→sampler→UPM→persist, API-P2-001冻结)+预算绑定(sampler=1/up"
1115,0a448f67,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(CLI-005) Phase2进程内接入 — p2_session生产路由(coverage→sampler→UPM→persist, API-P2-001冻结)+预算绑定(sampler=1/up"
1117,9fb12dc0,2026-08-29,NEWDIR,1,首次出现 lib/phase3_session,(P3-001) HiPS properties严格解析 — 必需键全查(5键)/值域(order0-20/width512/fits/frame)/重复键拒/边界order/缺tile探测/安全路径
1117,9fb12dc0,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(P3-001) HiPS properties严格解析 — 必需键全查(5键)/值域(order0-20/width512/fits/frame)/重复键拒/边界order/缺tile探测/安全路径
1119,be902e60,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(P3-002) TAN WCS正反变换 — 描述符(CRPIX pixel-center/CD含PA旋转/parity符号)+球面三角正逆+RA归一+极点5度/半球四角守卫+独立向量法参考逐点一致(
1121,1dadaf3c,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(P3-003) 重采样器 — order selector确定性+nearest/bilinear跨tile+coverage/mask/NaN语义(SS=NaN+C=1)+未支持模式显式拒(var
1123,5717ffc7,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(P3-004) FITS原子写 — tmp+rename原子替换+header(BITPIX-32/BSCALE/BZERO/BUNIT+WCS全量)+provenance(HIPSID/ORDER
1125,bcc6cb7b,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-006) phase3 run 生产路由 — p3_session(create/validate/run/inspect/destroy)+显式拒清单(非TAN/非ICRS/|dec|<5
1127,502a26f5,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-006) ledger PASS
1128,91c92f51,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-007) run --phases 真编排 — 逐phase进程内(p1/p2/p3 session)+artifact聚合(role=phaseN_output+sha256+size)+
1129,551795e8,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-007) 表行登记+ledger PASS — COMMITS/CAP-CLI-007
1130,1fb0d06b,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-008) install tree scanner — cmake --install staging→scan断言恰一用户exe(astrocs)+无旧phase/benchmark/to
1131,79a1676d,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(CLI-008) 表行登记+ledger PASS — COMMITS/CAP-CLI-008
1132,d8b440dc,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-002) AVX(无FMA)变体 — 完整测量防污染验证; AVX被已SHIP avx2严格主导→NOT_SHIPPED(完整测量在案); 206/206
1133,31fc96b3,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-002) 表行登记+ledger PASS — COMMITS/CAP-ISA-002
1134,85a244f3,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-003) AVX2+FMA capability 复验+登记 — FMA(vfnmadd)+ymm 双向证明+median测量 calibration+11.7%/hips+28.3% SH
1135,e3cbbafc,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-003) 表行登记+ledger PASS — COMMITS/CAP-ISA-003
1136,22d0b081,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-004) AVX512F 变体 — vm-bj支持AVX512故完整复测; zmm证明+median测量 calibration+3.8%/hips+29.5%; 对已SHIP avx2无额
1137,2f23b897,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-004) 表行登记+ledger PASS — COMMITS/CAP-ISA-004
1138,bdcb231a,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-005) 整数/位操作热点审计 — 12kernel无位操作热点; -mbmi2 -mpopcnt编译零位操作指令→NOT_APPLICABLE(不写空DLL); 218/218
1139,a06c45b0,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(ISA-005) 表行登记+ledger PASS — COMMITS/CAP-ISA-005
1140,db85028a,2026-08-29,NEWDIR,1,首次出现 cli/monitor.h,(MON-001) 进程/系统资源监控模块 — /proc采集(CPU/RSS/IO/thread/ctxsw)+sysinfo+单调时钟+采样开销测量; 修正stat字段解析; 222/222
1140,db85028a,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(MON-001) 进程/系统资源监控模块 — /proc采集(CPU/RSS/IO/thread/ctxsw)+sysinfo+单调时钟+采样开销测量; 修正stat字段解析; 222/222
1141,1409a23c,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(MON-001) 表行登记+ledger PASS — COMMITS/CAP-MON-001
1142,af69a9c4,2026-08-29,NEWDIR,1,首次出现 cli/resource_events.h,(MON-002) 资源事件分层 — --resource-detail summary|timeseries+resource/backend事件(07§2指标)+downsample≤121点+无
1142,af69a9c4,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(MON-002) 资源事件分层 — --resource-detail summary|timeseries+resource/backend事件(07§2指标)+downsample≤121点+无
1143,9f80df0e,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(MON-002) 表行登记+ledger PASS — COMMITS/CAP-MON-002
1144,ea97cc71,2026-08-29,NEWDIR,1,首次出现 cli/resource_gate.h,"(MON-003) 资源门禁 — 07分类(compute/memory/io/mixed)+公式(0.80*min(workers,cpus))+first-10s快速失败+exit 10+诊断分类"
1144,ea97cc71,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,"(MON-003) 资源门禁 — 07分类(compute/memory/io/mixed)+公式(0.80*min(workers,cpus))+first-10s快速失败+exit 10+诊断分类"
1145,12328080,2026-08-29,LEDGER,1,改台账 02_TASK_LEDGER.csv,(MON-003) 表行登记+ledger PASS — COMMITS/CAP-MON-003
