来源成稿,对象,提及行数,波次
AUD-101-DB-11.md,eng/ci/polarity_evidence.json,1,W0
AUD-101-DB-11.md,eng/ci/polarity_probe.py,1,W0
AUD-101-DB-11.md,eng/tools/doccheck/doc_hygiene_exempt.json,1,W0
AUD-101-DB-11.md,eng/tools/quality/build_v19r2_package.py,1,W0
AUD-101-DB-11.md,eng/tools/quality/contracts/check_traceability.py,1,W0
AUD-101-DB-11.md,eng/tools/quality/v19r3_traceability.py,1,W0
AUD-101-DB-11.md,lib/algorithms/psf/,1,W1
AUD-101-DB-11.md,docs/traceability/TRACEABILITY_ROOT.csv,1,W3
AUD-101-DB-11.md,lib/snr_estimator,1,W3
AUD-101-DB-11.md,docs/api/MANIFEST_VERIFY_V1.md,1,W3
AUD-101-DB-11.md,eng/tests/version/,1,W0
AUD-101-DB-11.md,eng/contracts/schemas/version.schema.json,1,W0
AUD-101-DB-11.md,eng/tools/check_version_consistency.py,1,W0
AUD-101-DB-11.md,eng/tools/gen_version.py,1,W0
AUD-101-DB-11.md,docs/contracts/VERSIONING.md,1,W1
AUD-101-DB-11.md,lib/algorithms/drizzle/healpix_drizzle/include,1,W1
AUD-101-DB-11.md,lib/infrastructure/aio/healpix_db/memory.md,1,W2
AUD-101-DB-11.md,artifacts/evidence/risk-verification/T012/,1,W3
AUD-101-DB-11.md,lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.h,1,W2
AUD-101-DB-11.md,docs/modules/hips_browser.md,1,W2
AUD-101-DB-11.md,"docs/contracts/{CONFIG_CONTRACT,LOG_AND_ERROR_CONTRACT}.md",1,W1
AUD-101-DB-11.md,eng/ci/check_frozen_gate.py,1,W0
AUD-101-DB-11.md,artifacts/acceptance/l2_performance/gates/,1,W3
AUD-101-DB-11.md,artifacts/release-candidates/,1,W3
AUD-101-DB-11.md,eng/tools/migrate_stage2_config.py,1,W0
AUD-101-DB-11.md,docs/contracts/STAGE2_CONFIG_CONTRACT.md,1,W1
AUD-101-DB-11.md,eng/ci/toolchain.lock.json,1,W0
AUD-101-DB-11.md,artifacts/evidence/toolchain/agent-host/,1,W3
AUD-101-DB-11.md,"docs/design/PHASE{1,2,3}_DETAILED_DESIGN.md",1,W2
AUD-101-DB-11.md,docs/design/PROJECT_SPEC.md,1,W2
AUD-101-DB-11.md,docs/ci/01..04/CI_SPEC,1,W0
AUD-101-DB-11.md,"docs/development/{CODE_STYLE,CONFIG_SCHEMA,TESTING}.md",1,W3
AUD-101-DB-11.md,"docs/audit/{doc_classification,inventory,risk_verification_T012}.csv",1,W3
AUD-101-DB-11.md,lib/phase1_session/README.md…,1,W3
AUD-101-DB-11.md,"docs/standards/{CODE_STANDARD,TEST_STANDARD}.md",1,W3
AUD-101-DB-11.md,"lib/phase{1,2,3}_session/",1,W3
AUD-101-DB-11.md,lib/phase1_session/README.md,1,W3
AUD-101-DB-12.md,docs/owner/SCIENCE_OVERVIEW.md,5,W3
AUD-101-DB-12.md,docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md,5,W3
AUD-101-DB-12.md,docs/references/SCIENTIFIC_REFERENCES.md,4,W3
AUD-101-DB-12.md,docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,4,W3
AUD-101-DB-12.md,docs/research/COMPRESSION_CODEC_RESEARCH_PACK_TABLES.md,4,W3
AUD-101-DB-12.md,docs/quality/coverage_baseline_v1.md,3,W3
AUD-101-DB-12.md,docs/VERSIONING.md,3,W3
AUD-101-DB-12.md,docs/research/IVOA_HIPS_TILE_FORMAT_RESEARCH_PACK.md,3,W3
AUD-101-DB-12.md,docs/research/PHOTOMETRY_RESEARCH_PACK.md,3,W3
AUD-101-DB-12.md,docs/performance/,2,W3
AUD-101-DB-12.md,docs/architecture/PERFORMANCE_MODEL.md,2,W2
AUD-101-DB-12.md,docs/performance/BASELINE.md,2,W3
AUD-101-DB-12.md,docs/performance/OPTIMIZATION.md,2,W3
AUD-101-DB-12.md,docs/quality/complexity_baseline_v1.md,2,W3
AUD-101-DB-12.md,eng/tools/doccheck/check_version_namespaces.py,2,W0
AUD-101-DB-12.md,lib/infrastructure/aio/io/fits_core.c,2,W2
AUD-101-DB-12.md,docs/review,2,W3
AUD-101-DB-12.md,reports/artifacts/site/整改/AstroCS.wiki/memory.md,2,W3
AUD-101-DB-12.md,docs/owner/PROJECT_SPEC.md,1,W3
AUD-101-DB-12.md,docs/standards/STANDARDS_REGISTRY.md,1,W3
AUD-101-DB-12.md,docs/science/SCIENCE_SCOPE.md,1,W1
AUD-101-DB-12.md,artifacts/evidence/compress-01/,1,W3
AUD-101-DB-12.md,eng/cmake/install_layout.cmake,1,W3
AUD-101-DB-12.md,lib/algorithms/projection/p3_projection.cpp,1,W1
AUD-101-DB-12.md,eng/tests/cli/test_cli001_vpi.py,1,W0
AUD-101-DB-12.md,eng/tools/check_l0_docs.py,1,W0
AUD-101-DB-12.md,eng/tools/doccheck/check_engineering_constraints.py,1,W0
AUD-101-DB-12.md,lib/cli/include/runtime,1,W3
AUD-101-DB-12.md,lib/infrastructure/pipeline/module_loader/secure_loader.h,1,W2
AUD-101-DB-12.md,lib/infrastructure/pipeline/typed_dag.py,1,W2
AUD-101-DB-12.md,lib/infrastructure/cli/version_generated.h,1,W2
AUD-101-DB-12.md,lib/include/astrocs/abi/,1,W2
AUD-101-DB-12.md,eng/tests/unit/p1_,1,W0
AUD-101-DB-12.md,"lib/phase1/{noise,photometry,stars,wcs}/",1,W3
AUD-101-DB-12.md,"lib/phase3_session/{p3_session,p3_wcs,p3_resample,p3_output}.cpp",1,W3
AUD-101-DB-12.md,eng/tests/testkit/registry.json,1,W0
AUD-101-DB-12.md,artifacts/evidence/v6/performance/PERF-SCALE-001.md,1,W3
AUD-101-DB-12.md,artifacts/evidence/quality/complexity_baseline_v1.md,1,W3
AUD-101-DB-12.md,eng/tools/quality/ci_coverage_runner.py,1,W0
AUD-101-DB-12.md,artifacts/acceptance/,1,W3
AUD-101-DB-12.md,artifacts/evidence/quality/coverage_baseline_v1.md,1,W3
AUD-101-DB-12.md,实验/absolute-snr/docs/EXP-03-REGIONAL-SIGMA.md,1,W1
AUD-101-DB-12.md,reports/review-package-20260915/,1,W3
AUD-101-DB-12.md,artifacts/evidence/photometry-pack/,1,W3
AUD-101-DB-12.md,artifacts/evidence/compress-01/final_numbers.json,1,W3
AUD-101-DB-12.md,artifacts/evidence/compress-01/code/analyze.py,1,W3
AUD-101-DB-12.md,artifacts/evidence/compress-01/tables.md,1,W3
AUD-101-DB-12.md,artifacts/evidence/hips-tile-format-01/,1,W3
AUD-101-DB-12.md,"docs/modules/phase3_{proj,rsmp}.md",1,W2
AUD-101-DB-12.md,"docs/research/{COMPRESSION_CODEC_RESEARCH_PACK,IVOA_HIPS_TILE_FORMAT_RESEARCH_PACK,COMPRESSION_CODEC_RESEARCH_PACK_TABLES}.md",1,W3
AUD-101-DB-12.md,"docs/performance/{BASELINE,OPTIMIZATION}.md",1,W3
AUD-101-DB-12.md,lib/phase1/,1,W3
AUD-101-DB-13.md,docs/traceability/TRACEABILITY_SPEC.md,12,W3
AUD-101-DB-13.md,docs/validation/v6/QA_MATRIX.md,10,W3
AUD-101-DB-13.md,docs/validation/SCIENCE_FREEZE.md,7,W3
AUD-101-DB-13.md,docs/validation/v6/BASELINE_COMPARISON_MATRIX.md,5,W3
AUD-101-DB-13.md,实验/absolute-snr/B7_ABSOLUTE_SNR_RECON.md,5,W1
AUD-101-DB-13.md,docs/traceability/TRACEABILITY_LAYERS.csv,4,W3
AUD-101-DB-13.md,docs/traceability/traceability_warn_baseline.json,4,W3
AUD-101-DB-13.md,docs/validation/v6/P0_GATE_FAMILY.md,4,W3
AUD-101-DB-13.md,docs/validation/v6/ORACLE_AND_ZERO_CASE_POLICY.md,3,W3
AUD-101-DB-13.md,实验/absolute-snr/,2,W1
AUD-101-DB-13.md,docs/validation/v6/NEGATIVE_MUTATION_CATALOG.md,2,W3
AUD-101-DB-13.md,artifacts/evidence/v6/qa-design/,2,W3
AUD-101-DB-13.md,docs/validation/v6/README.md,2,W3
AUD-101-DB-13.md,docs/science/CALIBRATION.md,1,W1
AUD-101-DB-13.md,docs/references/SCIENTIFIC_REFERENCES.md,1,W3
AUD-101-DB-13.md,docs/research/PHOTOMETRY_RESEARCH_PACK.md,1,W3
AUD-101-DB-13.md,artifacts/acceptance/,1,W3
AUD-101-DB-13.md,docs/science/UNIFIED_MODEL.md,1,W1
AUD-101-DB-13.md,lib/algorithms/calibration/tests/p1cal/,1,W1
AUD-101-DB-13.md,artifacts/evidence/v6/qa-design/data/mutations.json,1,W3
AUD-101-DB-13.md,实验/absolute-snr/results/b7_absolute_snr_recon.json,1,W1
AUD-101-DB-13.md,"docs/validation/v6/{BASELINE_COMPARISON_MATRIX,NEGATIVE_MUTATION_CATALOG,ORACLE_AND_ZERO_CASE_POLICY,P0_GATE_FAMILY,QA_MATRIX,README}.md",1,W3
AUD-101-DB-13.md,docs/traceability/TRACEABILITY_MATRIX.{json,1,W3
AUD-101-DB-13.md,docs/validation/v6/{README.md,1,W3
AUD-101-DB-13.md,reports/v6/,1,W3
AUD-101-DB-14.md,docs/snr-propagation-design.md,4,W3
AUD-101-DB-14.md,实验/absolute-snr/code/reverse_verify/f_instr/README.md,3,W1
AUD-101-DB-14.md,docs/f-instr-canon.md,3,W3
AUD-101-DB-14.md,testdata/README.md,3,W3
AUD-101-DB-14.md,实验/absolute-snr/docs/EXP-03-REGIONAL-SIGMA.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/code/reverse_verify/frame_snr/README.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/code/reverse_verify/snr_design/README.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/data/README.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/docs/EXP-01-DELTA-AND-ESTIMATOR.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/docs/EXP-02-STRUCTURE-CONTAMINATION.md,2,W1
AUD-101-DB-14.md,实验/absolute-snr/,1,W1
AUD-101-DB-14.md,docs/contracts/UNIFIED_OBJECTS.md,1,W1
AUD-101-DB-14.md,docs/frame-snr-canon.md,1,W3
AUD-101-DB-14.md,testdata/M42_T2T3_mosaic_Flying_dutchman/T2/,1,W3
AUD-101-DB-14.md,实验/absolute-snr/results/REVERSE_VERIFY_CANON.md,1,W1
AUD-101-DB-14.md,实验/absolute-snr/code/reverse_verify/CMakeLists.txt,1,W1
AUD-101-DB-14.md,eng/tests/unit/.../p1snr_science_test.cpp,1,W0
AUD-101-DB-14.md,testdata/HST_M16/,1,W3
AUD-101-DB-14.md,eng/tests/unit/.../,1,W0
AUD-101-DB-15.md,实验/absolute-snr/docs/,2,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/EXP-,2,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/EXP-06-SNR-PHYS.md,2,W1
AUD-101-DB-15.md,docs/EXP-04-RECONSTRUCTION.md,2,W3
AUD-101-DB-15.md,实验/absolute-snr/docs/surveys/f-instr-survey.md,2,W1
AUD-101-DB-15.md,实验/shared/references/REVERSE_VERIFY_BIBLIOGRAPHY.md,2,W1
AUD-101-DB-15.md,docs/science/PSF.md,1,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/frame-snr-canon.md,1,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/EXP-04-RECONSTRUCTION.md,1,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/EXP-05-ABSOLUTE-SNR.md,1,W1
AUD-101-DB-15.md,实验/absolute-snr/results/exp04_e2_hst.json,1,W1
AUD-101-DB-15.md,实验/absolute-snr/code/exp04/run_all.sh,1,W1
AUD-101-DB-15.md,实验/absolute-snr/results/exp05_e3_real.json,1,W1
AUD-101-DB-15.md,实验/absolute-snr/results/exp06_e5_scope.json,1,W1
AUD-101-DB-15.md,实验/absolute-snr/docs/EXP-06-SUMMARY.md,1,W1
AUD-101-DB-15.md,实验/…/results/,1,W1
AUD-101-DB-15.md,lib/docs/eng/tests/ci,1,W3
AUD-101-DB-15.md,实验/absolute-snr/docs/surveys/frame-snr-survey.md,1,W1
AUD-101-DB-15.md,实验/…/docs/,1,W1
AUD-101-DB-16.md,实验/absolute-snr/results/EXP04_TABLES.md,6,W1
AUD-101-DB-16.md,实验/absolute-snr/,5,W1
AUD-101-DB-16.md,testdata/HST_M16/,3,W3
AUD-101-DB-16.md,实验/absolute-snr/docs/surveys/f-instr-survey.md,3,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/surveys/frame-snr-survey.md,3,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/surveys/,3,W1
AUD-101-DB-16.md,实验/absolute-snr/results/COMPARISON_TABLES.md,3,W1
AUD-101-DB-16.md,实验/absolute-snr/results/DOC_CORRECTIONS.md,3,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/EXP-02-STRUCTURE-CONTAMINATION.md,2,W1
AUD-101-DB-16.md,实验/…/results/,2,W1
AUD-101-DB-16.md,reports/RELEASE-02/unc-prop-audit.md,2,W3
AUD-101-DB-16.md,实验/absolute-snr/results/,2,W1
AUD-101-DB-16.md,实验/absolute-snr/code/make_tables.py,2,W1
AUD-101-DB-16.md,实验/absolute-snr/results/EXP02_TABLES.md,2,W1
AUD-101-DB-16.md,实验/absolute-snr/code/exp02/make_tables.py,2,W1
AUD-101-DB-16.md,实验/absolute-snr/results/EXP03_TABLES.md,2,W1
AUD-101-DB-16.md,docs/science/q2-snr-smooth,2,W1
AUD-101-DB-16.md,实验/…/docs/surveys/,2,W1
AUD-101-DB-16.md,docs/science/UNCERTAINTY_AND_COVARIANCE.md,1,W1
AUD-101-DB-16.md,docs/science/PSF.md,1,W1
AUD-101-DB-16.md,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h,1,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/frame-snr-canon.md,1,W1
AUD-101-DB-16.md,docs//,1,W3
AUD-101-DB-16.md,实验/absolute-snr/docs/EXP-03-REGIONAL-SIGMA.md,1,W1
AUD-101-DB-16.md,实验/absolute-snr/code/reverse_verify/f_instr/README.md,1,W1
AUD-101-DB-16.md,实验/absolute-snr/code/reverse_verify/snr_design/README.md,1,W1
AUD-101-DB-16.md,testdata/README.md,1,W3
AUD-101-DB-16.md,实验/absolute-snr/results/REVERSE_VERIFY_CANON.md,1,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/,1,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/EXP-04-RECONSTRUCTION.md,1,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/EXP-05-ABSOLUTE-SNR.md,1,W1
AUD-101-DB-16.md,docs/EXP-04-RECONSTRUCTION.md,1,W3
AUD-101-DB-16.md,实验/absolute-snr/code/reverse_verify/snr_design/exp1_weight_penalty.py,1,W1
AUD-101-DB-16.md,eng/tests/validation/release02/snr_design/,1,W0
AUD-101-DB-16.md,eng/ci/check_cite_claim_mark_consistency.py,1,W0
AUD-101-DB-16.md,docs/research/F_INSTR_SURVEY.md,1,W3
AUD-101-DB-16.md,lib/algorithms/noise_snr/cpp/include/.../,1,W1
AUD-101-DB-16.md,artifacts/evidence/SCI-B_DOC_CORRECTIONS.md,1,W3
AUD-101-DB-16.md,实验/absolute-snr/results/exp02_figs,1,W1
AUD-101-DB-16.md,实验/absolute-snr/code/exp03/make_tables.py,1,W1
AUD-101-DB-16.md,实验/absolute-snr/docs/README.md,1,W1
AUD-101-DB-16.md,lib/algorithms/noise_snr/cpp/include/.../snr_science.h,1,W1
AUD-101-DB-16.md,lib/include/lsst/meas/base/PsfFlux.h,1,W2
AUD-101-DB-16.md,docs/surveys/f-instr-survey.md,1,W3
AUD-101-DB-16.md,docs/surveys/frame-snr-survey.md,1,W3
AUD-101-DB-17.md,实验/absolute-snr/results/,4,W1
AUD-101-DB-17.md,"docs/{frame-snr-canon,f-instr-canon,snr-propagation-design}.md",3,W3
AUD-101-DB-17.md,docs/contracts/DUAL_LINE_CONTRACT.md,2,W1
AUD-101-DB-17.md,lib/algorithms/star_detection/wrapper_phase1/star_detector.cpp,2,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/,2,W1
AUD-101-DB-17.md,docs/f-instr-canon.md,2,W3
AUD-101-DB-17.md,docs/snr-propagation-design.md,2,W3
AUD-101-DB-17.md,工程控制/RELEASE-02/change-claims/CONFORM-FIX-B-001-tolerance-relative.md,2,W3
AUD-101-DB-17.md,实验/healpix-polar/README.md,2,W1
AUD-101-DB-17.md,docs/science/PSF.md,1,W1
AUD-101-DB-17.md,docs/frame-snr-canon.md,1,W3
AUD-101-DB-17.md,实验/absolute-snr/results/REVERSE_VERIFY_CANON.md,1,W1
AUD-101-DB-17.md,实验/absolute-snr/docs/EXP-05-ABSOLUTE-SNR.md,1,W1
AUD-101-DB-17.md,实验/absolute-snr/docs/EXP-06-SNR-PHYS.md,1,W1
AUD-101-DB-17.md,实验/absolute-snr/results/EXP05_TABLES.md,1,W1
AUD-101-DB-17.md,实验/absolute-snr/code/exp05/make_tables.py,1,W1
AUD-101-DB-17.md,docs/EXP-06-SUMMARY.md,1,W3
AUD-101-DB-17.md,eng/tests/unit/v6_p1_psfw/,1,W0
AUD-101-DB-17.md,artifacts/evidence/absolute-snr/REVIEW-SCI-B.md,1,W3
AUD-101-DB-17.md,实验/absolute-snr/code/,1,W1
AUD-101-DB-17.md,lib/」——日期,1,W3
AUD-101-DB-17.md,artifacts/evidence/absolute-snr/ctest-run-summary.md,1,W3
AUD-101-DB-17.md,实验/additive-sky-seamless/code/reverse_verify/m16_scene/README.md,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/code/reverse_verify/smooth_lambda/CRITERIA.md,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/data/README.md,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/results/REVIEW.md,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/results/,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/results/c2_multiplicative.json,1,W1
AUD-101-DB-17.md,实验/additive-sky-seamless/results/figs/fig_c7_real_crop.png,1,W1
AUD-101-DB-17.md,reports/RELEASE-02/m16-scene.md,1,W3
AUD-101-DB-17.md,实验/additive-sky-seamless/code/reverse_verify/m16_scene/,1,W1
AUD-101-DB-17.md,artifacts/evidence/additive-sky-seamless/m16-scene/,1,W3
AUD-101-DB-17.md,docs/algorithms/PHASE2_UPM.md,1,W1
AUD-101-DB-17.md,artifacts/evidence/additive-sky-seamless/smooth-lambda-SKELETON.md,1,W3
AUD-101-DB-17.md,artifacts/evidence/additive-sky-seamless/,1,W3
AUD-101-DB-17.md,artifacts/evidence/additive-sky-seamless/REVIEW-SCI-C.md,1,W3
AUD-101-DB-17.md,实验/healpix-polar/,1,W1
AUD-101-DB-17.md,实验/healpix-polar/results/p4_hst,1,W1
AUD-101-DB-17.md,实验/healpix-polar/results/,1,W1
AUD-101-DB-17.md,"实验/{absolute-snr,additive-sky-seamless,photometric-magnitude}/results/REVERSE_VERIFY_CANON.md",1,W1
AUD-101-DB-17.md,docs/…,1,W3
AUD-101-DB-17.md,"实验/absolute-snr/code/exp05/{make_tables.py,e5_gates.py,exp05_common.py}",1,W1
AUD-101-DB-18.md,实验/photometric-magnitude/README.md,9,W1
AUD-101-DB-18.md,testdata/README.md,7,W3
AUD-101-DB-18.md,docs/p1-spatial-gain.md,7,W3
AUD-101-DB-18.md,实验/m42-realdata/README.md,6,W1
AUD-101-DB-18.md,实验/photometric-magnitude/,4,W1
AUD-101-DB-18.md,docs/science/SNR_CHAIN.md,4,W1
AUD-101-DB-18.md,实验/additive-sky-seamless/,3,W1
AUD-101-DB-18.md,实验/m42-realdata/docs/CRITERIA.md,3,W1
AUD-101-DB-18.md,实验/m42-realdata/docs/DATA-SOURCES.md,3,W1
AUD-101-DB-18.md,实验/photometric-magnitude/REPORT_paper.md,3,W1
AUD-101-DB-18.md,实验/photometric-magnitude/data/README.md,3,W1
AUD-101-DB-18.md,testdata/index.json,3,W3
AUD-101-DB-18.md,实验/shared/,3,W1
AUD-101-DB-18.md,实验/photometric-magnitude/results/REVIEW.md,2,W1
AUD-101-DB-18.md,实验/m42-realdata/REPORT_paper.md,2,W1
AUD-101-DB-18.md,实验/photometric-magnitude/RESOLUTION_m42_curve_resolve.md,2,W1
AUD-101-DB-18.md,实验/photometric-magnitude/code/README.md,2,W1
AUD-101-DB-18.md,实验/photometric-magnitude/results/DOC_CORRECTIONS.md,2,W1
AUD-101-DB-18.md,lib/algorithms/photometry/cpp/src/p1phot_fixgates.cpp,2,W1
AUD-101-DB-18.md,实验/shared/synthetic/README.md,2,W1
AUD-101-DB-18.md,docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,1,W3
AUD-101-DB-18.md,实验/absolute-snr/,1,W1
AUD-101-DB-18.md,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp,1,W2
AUD-101-DB-18.md,docs/design/LOG_AND_ERROR_SYSTEM.md,1,W2
AUD-101-DB-18.md,实验/photometric-magnitude/RESOLUTION_fsyn_formula.md,1,W1
AUD-101-DB-18.md,实验/photometric-magnitude/code/reverse_verify/p1_spatial_gain/README.md,1,W1
AUD-101-DB-18.md,实验/photometric-magnitude/results/GATES.md,1,W1
AUD-101-DB-18.md,实验/m42-realdata/{README.md,1,W1
AUD-101-DB-18.md,实验/m42-realdata/results/%s.json,1,W1
AUD-101-DB-18.md,testdata/M42_T2T3_mosaic_Flying_dutchman/,1,W3
AUD-101-DB-18.md,实验/photometric-magnitude/code/scia_common.py,1,W1
AUD-101-DB-18.md,lib/.../response_curves/filters.json,1,W3
AUD-101-DB-18.md,lib/infrastructure/gaia_xpsd_client/,1,W2
AUD-101-DB-18.md,"lib/algorithms/photometry/cpp/src/spatial_gain.{h,cpp}",1,W1
AUD-101-DB-18.md,eng/tests/validation/release02/p1_spatial_gain,1,W0
AUD-101-DB-18.md,eng/tests/validation/,1,W0
AUD-101-DB-18.md,实验/shared/synthetic/gainlib.py,1,W1
AUD-101-DB-18.md,实验/shared/synthetic/scenes/m16_,1,W1
AUD-101-DB-18.md,docs/CRITERIA.md,1,W3
AUD-101-DB-19.md,实验/photometric-magnitude/README.md,13,W1
AUD-101-DB-19.md,testdata/README.md,10,W3
AUD-101-DB-19.md,docs/contracts/DUAL_LINE_CONTRACT.md,9,W1
AUD-101-DB-19.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,8,W1
AUD-101-DB-19.md,实验/shared/data/real/README.md,7,W1
AUD-101-DB-19.md,实验/healpix-polar/,6,W1
AUD-101-DB-19.md,docs/algorithms/07_noise_snr.md,6,W1
AUD-101-DB-19.md,artifacts/evidence/release-05/AUDIT_PACKAGE.md,5,W3
AUD-101-DB-19.md,实验/photometric-magnitude/results/REVIEW.md,5,W1
AUD-101-DB-19.md,实验/shared/synthetic/README.md,5,W1
AUD-101-DB-19.md,实验/shared/data/README.md,5,W1
AUD-101-DB-19.md,实验/photometric-magnitude/REPORT_paper.md,4,W1
AUD-101-DB-19.md,实验/shared/,4,W1
AUD-101-DB-19.md,工程控制/RELEASE-05/OPEN_QUESTIONS.md,3,W3
AUD-101-DB-19.md,docs/ASTROCS_DESIGN.md,3,W3
AUD-101-DB-19.md,docs/owner/PROJECT_SPEC.md,3,W3
AUD-101-DB-19.md,docs/frame-snr-canon.md,3,W3
AUD-101-DB-19.md,docs/p1-spatial-gain.md,3,W3
AUD-101-DB-19.md,实验/SCI-,3,W1
AUD-101-DB-19.md,实验/shared/synthetic/,3,W1
AUD-101-DB-19.md,实验/shared/README.md,3,W1
AUD-101-DB-19.md,工程控制/RELEASE-05/PROMPT.md,3,W3
AUD-101-DB-19.md,工程控制/RELEASE-05/docs,3,W3
AUD-101-DB-19.md,工程控制/RELEASE-05/SUMMARY.md,3,W3
AUD-101-DB-19.md,artifacts/evidence/release-05/,3,W3
AUD-101-DB-19.md,工程控制/RELEASE-05/TASK_LIST.md,3,W3
AUD-101-DB-19.md,工程控制/RELEASE-05/HANDOFF.md,3,W3
AUD-101-DB-19.md,lib/infrastructure/pipeline/,2,W2
AUD-101-DB-19.md,lib/infrastructure/pipeline/orchestrator/,2,W2
AUD-101-DB-19.md,docs/architecture/THREAD_BUDGET_ARCH.md,2,W2
AUD-101-DB-19.md,lib/phase,2,W3
AUD-101-DB-19.md,eng/build/build.sh,2,W3
AUD-101-DB-19.md,testdata/HST_M16/,2,W3
AUD-101-DB-19.md,实验/shared/references/REVERSE_VERIFY_BIBLIOGRAPHY.md,2,W1
AUD-101-DB-19.md,eng/ci/check_cite_claim_mark_consistency.py,2,W0
AUD-101-DB-19.md,reports/RELEASE-02/m16-scene.md,2,W3
AUD-101-DB-19.md,实验/photometric-magnitude/,2,W1
AUD-101-DB-19.md,工程控制/RELEASE-05/,2,W3
AUD-101-DB-19.md,artifacts/evidence/science-units/photometric-magnitude/REVIEW.md,2,W3
AUD-101-DB-19.md,实验/shared/data/,2,W1
AUD-101-DB-19.md,实验/additive-sky-seamless/code/reverse_verify/data_matrix/,2,W1
AUD-101-DB-19.md,实验/shared/data/synthetic/before_stackn32/CHANGES.md,2,W1
AUD-101-DB-19.md,实验/absolute-snr/code/reverse_verify/p7_noise/exp3_sky_scan.py,2,W1
AUD-101-DB-19.md,工程控制/RELEASE-05/ACCEPTANCE.md,2,W3
AUD-101-DB-19.md,eng/tests/unit/p3_export_stream_prod_test.cpp,2,W0
AUD-101-DB-19.md,eng/tools/contract_doc_sync.py,2,W0
AUD-101-DB-19.md,工程控制/RELEASE-05/tasks/,1,W3
AUD-101-DB-19.md,eng/tests/unit/export_stream_test.cpp,1,W0
AUD-101-DB-19.md,eng/ci/check_retired_code.py,1,W0
AUD-101-DB-19.md,docs/contracts/SCHEDULER_CONTRACT.md,1,W1
AUD-101-DB-19.md,docs/docs/owner/PROJECT_SPEC.md,1,W3
AUD-101-DB-19.md,docs/development/,1,W3
AUD-101-DB-19.md,docs/performance/,1,W3
AUD-101-DB-19.md,docs/algorithms/NOISE_ESTIMATION.md,1,W1
AUD-101-DB-19.md,lib/phase1_session/,1,W3
AUD-101-DB-19.md,docs/plugins/algorithms_phase2/11_upm.md,1,W1
AUD-101-DB-19.md,eng/tests/unit/,1,W0
AUD-101-DB-19.md,docs/VERSIONING.md,1,W3
AUD-101-DB-19.md,实验/absolute-snr/docs/frame-snr-canon.md,1,W1
AUD-101-DB-19.md,artifacts/evidence/known-limitations-ledger/LEDGER.md,1,W3
AUD-101-DB-19.md,实验/healpix-polar/README.md,1,W1
AUD-101-DB-19.md,实验/photometric-magnitude/results/GATES.md,1,W1
AUD-101-DB-19.md,testdata/index.json,1,W3
AUD-101-DB-19.md,实验/shared/synthetic/scenes/m16_,1,W1
AUD-101-DB-19.md,实验/photometric-magnitude/results/,1,W1
AUD-101-DB-19.md,docs/EXP-07-POLAR摘要.md,1,W3
AUD-101-DB-19.md,artifacts/evidence/governance/root-consolidation/REVERSE_VERIFY_MIGRATION.md,1,W3
AUD-101-DB-19.md,artifacts/evidence/governance/root-consolidation/,1,W3
AUD-101-DB-19.md,实验/shared/data/real/,1,W1
AUD-101-DB-19.md,artifacts/evidence/experiments/stackn32/,1,W3
AUD-101-DB-19.md,实验/shared/synthetic/scenes/m16_nebula_core.json,1,W1
AUD-101-DB-19.md,实验/shared/data/synthetic/before_stackn32/scenes/m16_nebula_core.json,1,W1
AUD-101-DB-19.md,工程控制/RELEASE-02,1,W3
AUD-101-DB-19.md,"实验/absolute-snr/code/reverse_verify/p7_noise/exp{1,3,4}_",1,W1
AUD-101-DB-19.md,实验/absolute-snr/code/reverse_verify/p7_noise/,1,W1
